Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
72,June - M061997,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,11.6,16.9,NA,139
260,June - M061997,Tamil Nadu,Coimbatore,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",NA,8.6,NA,45
238,June - M061997,Tamil Nadu,Coimbatore,Tamil Nadu Pollution Control Board,NA,6,8.5,NA,65
237,June - M061997,Tamil Nadu,Coimbatore,Tamil Nadu Pollution Control Board,NA,NA,10,NA,140
239,June - M061997,Tamil Nadu,Tuticorin,Tamil Nadu Pollution Control Board,NA,15.2,24.7,NA,39
206,June - M061997,Tamil Nadu,Tuticorin,Tamil Nadu Pollution Control Board,NA,10.3,18.3,NA,219
240,June - M061997,Tamil Nadu,Tuticorin,Tamil Nadu Pollution Control Board,NA,17.5,19.3,NA,50
160,June - M061997,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",6.9,12.2,NA,53
159,June - M061997,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",9.6,12.2,NA,141
161,June - M061997,Tamil Nadu,Madras,NA,Industrial Area,8.2,11.4,NA,83
237,July - M071997,Tamil Nadu,Coimbatore,Tamil Nadu Pollution Control Board,NA,6.8,14.5,NA,107
38,July - M071997,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,10.8,27.9,NA,210
71,July - M071997,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,7.2,12.2,NA,89
72,July - M071997,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,6.2,15.3,NA,98
260,July - M071997,Tamil Nadu,Coimbatore,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",6.1,16.8,NA,91
238,July - M071997,Tamil Nadu,Coimbatore,Tamil Nadu Pollution Control Board,NA,6.2,13.4,NA,77
239,July - M071997,Tamil Nadu,Tuticorin,Tamil Nadu Pollution Control Board,NA,11.2,22.9,NA,33
206,July - M071997,Tamil Nadu,Tuticorin,Tamil Nadu Pollution Control Board,NA,NA,9.7,NA,134
240,July - M071997,Tamil Nadu,Tuticorin,Tamil Nadu Pollution Control Board,NA,10.9,15.1,NA,21
160,July - M071997,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",7.1,8.6,NA,63
159,July - M071997,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",6.2,9.9,NA,153
161,July - M071997,Tamil Nadu,Madras,NA,Industrial Area,6,13,NA,129
38,August - M081997,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,42.8,44.9,NA,190
71,August - M081997,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,11.7,39.8,NA,92
72,August - M081997,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,6,22.5,NA,128
260,August - M081997,Tamil Nadu,Coimbatore,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",NA,27.3,NA,118
238,August - M081997,Tamil Nadu,Coimbatore,Tamil Nadu Pollution Control Board,NA,6.3,21.3,NA,120
237,August - M081997,Tamil Nadu,Coimbatore,Tamil Nadu Pollution Control Board,NA,6.1,23.9,NA,184
239,August - M081997,Tamil Nadu,Tuticorin,Tamil Nadu Pollution Control Board,NA,12.5,14,NA,29
206,August - M081997,Tamil Nadu,Tuticorin,Tamil Nadu Pollution Control Board,NA,10.8,15.1,NA,118
240,August - M081997,Tamil Nadu,Tuticorin,Tamil Nadu Pollution Control Board,NA,NA,NA,NA,19
160,August - M081997,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",8.1,10.4,NA,47
159,August - M081997,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",7.4,8.1,NA,133
161,August - M081997,Tamil Nadu,Madras,NA,Industrial Area,8.3,4.4,NA,113
260,September - M091997,Tamil Nadu,Coimbatore,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",NA,18.2,NA,134
238,September - M091997,Tamil Nadu,Coimbatore,Tamil Nadu Pollution Control Board,NA,11.3,22.2,NA,151
237,September - M091997,Tamil Nadu,Coimbatore,Tamil Nadu Pollution Control Board,NA,12.5,23.2,NA,192
38,September - M091997,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,14.6,25.2,NA,173
71,September - M091997,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,19.1,13.5,NA,69
72,September - M091997,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,28.7,16.8,NA,94
239,September - M091997,Tamil Nadu,Tuticorin,Tamil Nadu Pollution Control Board,NA,17.5,24.3,NA,28
206,September - M091997,Tamil Nadu,Tuticorin,Tamil Nadu Pollution Control Board,NA,13.4,19.2,NA,161
240,September - M091997,Tamil Nadu,Tuticorin,Tamil Nadu Pollution Control Board,NA,16.3,17.6,NA,39
161,September - M091997,Tamil Nadu,Madras,NA,Industrial Area,15.2,20.5,NA,138
159,September - M091997,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",7.5,12,NA,165
160,September - M091997,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",9,11.6,NA,66
260,October - M101997,Tamil Nadu,Coimbatore,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",NA,22.3,NA,86
238,October - M101997,Tamil Nadu,Coimbatore,Tamil Nadu Pollution Control Board,NA,8,19,NA,170
237,October - M101997,Tamil Nadu,Coimbatore,Tamil Nadu Pollution Control Board,NA,8.6,22.4,NA,159
38,October - M101997,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,46.3,20.7,NA,99
71,October - M101997,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,30.7,17.4,NA,56
72,October - M101997,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,23.7,22.2,NA,70
239,October - M101997,Tamil Nadu,Tuticorin,Tamil Nadu Pollution Control Board,NA,21.6,23.5,NA,29
206,October - M101997,Tamil Nadu,Tuticorin,Tamil Nadu Pollution Control Board,NA,8.8,21,NA,121
240,October - M101997,Tamil Nadu,Tuticorin,Tamil Nadu Pollution Control Board,NA,16.2,20.2,NA,32
160,October - M101997,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",7,21.5,NA,233
159,October - M101997,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",8.2,22.8,NA,138
161,October - M101997,Tamil Nadu,Madras,NA,Industrial Area,6.3,6.3,NA,75
240,November - M111997,Tamil Nadu,Tuticorin,Tamil Nadu Pollution Control Board,NA,17.9,18.4,NA,23
38,November - M111997,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,10.6,8.3,NA,50
71,November - M111997,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,16.3,14.4,NA,54
72,November - M111997,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,8.6,10.4,NA,60
239,November - M111997,Tamil Nadu,Tuticorin,Tamil Nadu Pollution Control Board,NA,19,17.7,NA,29
206,November - M111997,Tamil Nadu,Tuticorin,Tamil Nadu Pollution Control Board,NA,NA,16.2,NA,55
260,November - M111997,Tamil Nadu,Coimbatore,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",NA,16.3,NA,61
238,November - M111997,Tamil Nadu,Coimbatore,Tamil Nadu Pollution Control Board,NA,9.7,17.9,NA,82
237,November - M111997,Tamil Nadu,Coimbatore,Tamil Nadu Pollution Control Board,NA,13.9,24.7,NA,172
160,November - M111997,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",7.7,9.1,NA,33
159,November - M111997,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",7.9,11.8,NA,259
161,November - M111997,Tamil Nadu,Madras,NA,Industrial Area,6,9.2,NA,233
38,December - M121997,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,8,13.1,NA,56
71,December - M121997,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,14.7,14.5,NA,75
72,December - M121997,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,6.9,5.3,NA,42
260,December - M121997,Tamil Nadu,Coimbatore,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",NA,14.9,NA,92
238,December - M121997,Tamil Nadu,Coimbatore,Tamil Nadu Pollution Control Board,NA,12.4,22.7,NA,75
237,December - M121997,Tamil Nadu,Coimbatore,Tamil Nadu Pollution Control Board,NA,10.6,14.8,NA,151
239,December - M121997,Tamil Nadu,Tuticorin,Tamil Nadu Pollution Control Board,NA,18.4,22.2,NA,28
206,December - M121997,Tamil Nadu,Tuticorin,Tamil Nadu Pollution Control Board,NA,NA,19,NA,81
240,December - M121997,Tamil Nadu,Tuticorin,Tamil Nadu Pollution Control Board,NA,14.8,17.5,NA,25
160,December - M121997,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",30.2,13.9,NA,31
159,December - M121997,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",26,13.2,NA,125
161,December - M121997,Tamil Nadu,Madras,NA,Industrial Area,6,3,NA,225
