Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
202,January - M011999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,17.9,30.2,NA,108
95,January - M011999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,17.3,48.9,NA,345
203,January - M011999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,14.2,23.6,NA,121
150,January - M011999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",8.9,21.1,NA,173
151,January - M011999,Andhra Pradesh,Hyderabad,NA,Industrial Area,8.7,21.9,NA,88
152,January - M011999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",21,54.1,NA,276
232,January - M011999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,15.5,28.1,NA,367
233,January - M011999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,10.5,21.3,NA,152
234,January - M011999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,18.4,25.1,NA,196
202,February - M021999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,15.4,21.8,NA,129
95,February - M021999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,19.2,45,NA,411
203,February - M021999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,13,25.3,NA,205
150,February - M021999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",9.4,12.1,NA,117
151,February - M021999,Andhra Pradesh,Hyderabad,NA,Industrial Area,11.6,15.1,NA,59
152,February - M021999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",43.8,37.7,NA,213
232,February - M021999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,19.1,22.7,NA,322
233,February - M021999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,13,14.9,NA,167
234,February - M021999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,21.4,15.6,NA,138
202,March - M031999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,19.7,39.2,NA,124
95,March - M031999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,23.1,20,NA,374
203,March - M031999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,19.9,44.7,NA,305
150,March - M031999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",18.2,24,NA,216
151,March - M031999,Andhra Pradesh,Hyderabad,NA,Industrial Area,14.8,16.7,NA,84
152,March - M031999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",17.5,37.4,NA,268
232,March - M031999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,20.5,17.7,NA,294
233,March - M031999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,20,14,NA,255
234,March - M031999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,14.1,10.5,NA,112
202,April - M041999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,13.2,27.5,NA,247
95,April - M041999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,17.9,49,NA,354
203,April - M041999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,15.1,25.3,NA,314
150,April - M041999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",14.3,21.6,NA,301
151,April - M041999,Andhra Pradesh,Hyderabad,NA,Industrial Area,9.4,13.4,NA,144
152,April - M041999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",21.1,35.4,NA,388
232,April - M041999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,12.4,11.6,NA,205
233,April - M041999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,16.6,10.4,NA,132
234,April - M041999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,13.7,7.2,NA,110
202,May - M051999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,10.2,9.7,NA,219
95,May - M051999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,22.5,30.5,NA,746
203,May - M051999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,9,8.2,NA,455
150,May - M051999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",8.1,17.8,NA,199
151,May - M051999,Andhra Pradesh,Hyderabad,NA,Industrial Area,6.7,6.6,NA,118
152,May - M051999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",10.5,22.5,NA,199
232,May - M051999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,14.1,18.1,NA,248
233,May - M051999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,16.2,13.8,NA,136
234,May - M051999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,15.6,10,NA,140
202,June - M061999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,10.6,15.5,NA,165
95,June - M061999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,22,21.7,NA,782
203,June - M061999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,7.4,23.4,NA,252
150,June - M061999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",10.4,21.3,NA,126
151,June - M061999,Andhra Pradesh,Hyderabad,NA,Industrial Area,6,4.7,NA,100
152,June - M061999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",24.7,44,NA,206
232,June - M061999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,18,20.5,NA,250
233,June - M061999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,15.8,12.3,NA,148
234,June - M061999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,12.8,8,NA,132
202,July - M071999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,8.4,8.6,NA,131
95,July - M071999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,19,12.7,NA,635
203,July - M071999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,13.4,11.8,NA,290
150,July - M071999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",7.1,26.5,NA,153
151,July - M071999,Andhra Pradesh,Hyderabad,NA,Industrial Area,6.8,9.3,NA,72
152,July - M071999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",9.3,22.8,NA,117
232,July - M071999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,23.3,17.7,NA,195
233,July - M071999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,17.4,11,NA,136
234,July - M071999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,27.7,10.6,NA,127
202,August - M081999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,9.9,10.2,NA,110
95,August - M081999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,11.1,14.9,NA,333
203,August - M081999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,11.4,36.4,NA,139
150,August - M081999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",7.8,20.2,NA,136
151,August - M081999,Andhra Pradesh,Hyderabad,NA,Industrial Area,6.6,8.1,NA,90
152,August - M081999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",11.2,45.2,NA,135
232,August - M081999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,19.7,17.6,NA,196
233,August - M081999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,10.2,11.5,NA,113
234,August - M081999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,11.7,8.4,NA,89
202,September - M091999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,7.9,6.2,NA,118
95,September - M091999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,8.8,6.9,NA,278
203,September - M091999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,12.3,11.7,NA,189
233,September - M091999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,8.8,9.2,NA,66
150,September - M091999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",8,22.7,NA,115
151,September - M091999,Andhra Pradesh,Hyderabad,NA,Industrial Area,6.5,9.7,NA,79
152,September - M091999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",16,34.1,NA,126
232,September - M091999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,17.8,15,NA,177
234,September - M091999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,10.5,8,NA,106
202,October - M101999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,9.9,8.5,NA,117
95,October - M101999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,9.8,11.8,NA,324
203,October - M101999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,9.7,10.8,NA,255
234,October - M101999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,19.7,11.1,NA,71
233,October - M101999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,10.2,11.8,NA,68
232,October - M101999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,9.7,12.9,NA,116
150,October - M101999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",8,7.6,NA,70
151,October - M101999,Andhra Pradesh,Hyderabad,NA,Industrial Area,6,4.3,NA,97
152,October - M101999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",16.2,30.7,NA,121
202,November - M111999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,8.2,16.1,NA,111
95,November - M111999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,9.3,22.5,NA,328
203,November - M111999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,5.1,17.4,NA,214
234,November - M111999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,24.6,16,NA,102
233,November - M111999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,15.2,20.8,NA,114
232,November - M111999,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,17.2,23.3,NA,239
150,November - M111999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",15.4,12.8,NA,156
151,November - M111999,Andhra Pradesh,Hyderabad,NA,Industrial Area,9.2,8.3,NA,86
152,November - M111999,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",21.2,49.8,NA,194
202,December - M121999,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,9.5,11.5,NA,114
