Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
154,28-08-10,Gujarat,Ahmedabad,"Shardaben Hospital, Saraspur, Ahmadabad",National Environmental Engineering Research Institute,Industrial Area,11,17,68,NA
154,9/1/2010,Gujarat,Ahmedabad,"Shardaben Hospital, Saraspur, Ahmadabad",National Environmental Engineering Research Institute,Industrial Area,12,17,49,NA
154,9/4/2010,Gujarat,Ahmedabad,"Shardaben Hospital, Saraspur, Ahmadabad",National Environmental Engineering Research Institute,Industrial Area,13,19,59,NA
154,9/8/2010,Gujarat,Ahmedabad,"Shardaben Hospital, Saraspur, Ahmadabad",National Environmental Engineering Research Institute,Industrial Area,13,16,76,NA
154,9/11/2010,Gujarat,Ahmedabad,"Shardaben Hospital, Saraspur, Ahmadabad",National Environmental Engineering Research Institute,Industrial Area,15,19,59,NA
154,15-09-10,Gujarat,Ahmedabad,"Shardaben Hospital, Saraspur, Ahmadabad",National Environmental Engineering Research Institute,Industrial Area,12,16,66,NA
154,18-09-10,Gujarat,Ahmedabad,"Shardaben Hospital, Saraspur, Ahmadabad",National Environmental Engineering Research Institute,Industrial Area,14,19,73,NA
154,22-09-10,Gujarat,Ahmedabad,"Shardaben Hospital, Saraspur, Ahmadabad",National Environmental Engineering Research Institute,Industrial Area,13,18,61,NA
154,25-09-10,Gujarat,Ahmedabad,"Shardaben Hospital, Saraspur, Ahmadabad",National Environmental Engineering Research Institute,Industrial Area,10,17,53,NA
154,29-09-10,Gujarat,Ahmedabad,"Shardaben Hospital, Saraspur, Ahmadabad",National Environmental Engineering Research Institute,Industrial Area,12,16,70,NA
154,10/2/2010,Gujarat,Ahmedabad,"Shardaben Hospital, Saraspur, Ahmadabad",National Environmental Engineering Research Institute,Industrial Area,13,16,62,NA
154,10/6/2010,Gujarat,Ahmedabad,"Shardaben Hospital, Saraspur, Ahmadabad",National Environmental Engineering Research Institute,Industrial Area,13,20,71,NA
154,10/9/2010,Gujarat,Ahmedabad,"Shardaben Hospital, Saraspur, Ahmadabad",National Environmental Engineering Research Institute,Industrial Area,12,19,57,NA
154,13-10-10,Gujarat,Ahmedabad,"Shardaben Hospital, Saraspur, Ahmadabad",National Environmental Engineering Research Institute,Industrial Area,14,20,65,NA
154,16-10-10,Gujarat,Ahmedabad,"Shardaben Hospital, Saraspur, Ahmadabad",National Environmental Engineering Research Institute,Industrial Area,11,18,88,NA
154,20-10-10,Gujarat,Ahmedabad,"Shardaben Hospital, Saraspur, Ahmadabad",National Environmental Engineering Research Institute,Industrial Area,13,19,54,NA
154,23-10-10,Gujarat,Ahmedabad,"Shardaben Hospital, Saraspur, Ahmadabad",National Environmental Engineering Research Institute,Industrial Area,14,21,86,NA
154,27-10-10,Gujarat,Ahmedabad,"Shardaben Hospital, Saraspur, Ahmadabad",National Environmental Engineering Research Institute,Industrial Area,11,18,68,NA
154,30-10-10,Gujarat,Ahmedabad,"Shardaben Hospital, Saraspur, Ahmadabad",National Environmental Engineering Research Institute,Industrial Area,13,19,79,NA
154,11/3/2010,Gujarat,Ahmedabad,"Shardaben Hospital, Saraspur, Ahmadabad",National Environmental Engineering Research Institute,Industrial Area,12,17,80,NA
154,11/4/2010,Gujarat,Ahmedabad,"Shardaben Hospital, Saraspur, Ahmadabad",National Environmental Engineering Research Institute,Industrial Area,11,16,89,NA
154,11/5/2010,Gujarat,Ahmedabad,"Shardaben Hospital, Saraspur, Ahmadabad",National Environmental Engineering Research Institute,Industrial Area,17,22,136,NA
154,11/6/2010,Gujarat,Ahmedabad,"Shardaben Hospital, Saraspur, Ahmadabad",National Environmental Engineering Research Institute,Industrial Area,12,17,82,NA
154,11/7/2010,Gujarat,Ahmedabad,"Shardaben Hospital, Saraspur, Ahmadabad",National Environmental Engineering Research Institute,Industrial Area,11,15,127,NA
154,20-11-10,Gujarat,Ahmedabad,"Shardaben Hospital, Saraspur, Ahmadabad",National Environmental Engineering Research Institute,Industrial Area,16,22,85,NA
154,24-11-10,Gujarat,Ahmedabad,"Shardaben Hospital, Saraspur, Ahmadabad",National Environmental Engineering Research Institute,Industrial Area,16,22,68,NA
154,27-11-10,Gujarat,Ahmedabad,"Shardaben Hospital, Saraspur, Ahmadabad",National Environmental Engineering Research Institute,Industrial Area,13,19,53,NA
154,12/1/2010,Gujarat,Ahmedabad,"Shardaben Hospital, Saraspur, Ahmadabad",National Environmental Engineering Research Institute,Industrial Area,13,20,73,NA
154,12/4/2010,Gujarat,Ahmedabad,"Shardaben Hospital, Saraspur, Ahmadabad",National Environmental Engineering Research Institute,Industrial Area,14,20,61,NA
154,12/8/2010,Gujarat,Ahmedabad,"Shardaben Hospital, Saraspur, Ahmadabad",National Environmental Engineering Research Institute,Industrial Area,13,20,76,NA
154,12/11/2010,Gujarat,Ahmedabad,"Shardaben Hospital, Saraspur, Ahmadabad",National Environmental Engineering Research Institute,Industrial Area,11,18,73,NA
154,15-12-10,Gujarat,Ahmedabad,"Shardaben Hospital, Saraspur, Ahmadabad",National Environmental Engineering Research Institute,Industrial Area,14,20,77,NA
154,18-12-10,Gujarat,Ahmedabad,"Shardaben Hospital, Saraspur, Ahmadabad",National Environmental Engineering Research Institute,Industrial Area,12,19,57,NA
154,22-12-10,Gujarat,Ahmedabad,"Shardaben Hospital, Saraspur, Ahmadabad",National Environmental Engineering Research Institute,Industrial Area,10,17,86,NA
154,25-12-10,Gujarat,Ahmedabad,"Shardaben Hospital, Saraspur, Ahmadabad",National Environmental Engineering Research Institute,Industrial Area,14,21,65,NA
154,29-12-10,Gujarat,Ahmedabad,"Shardaben Hospital, Saraspur, Ahmadabad",National Environmental Engineering Research Institute,Industrial Area,12,19,61,NA
155,1/1/2010,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",14,19,76,NA
155,1/2/2010,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,17,67,NA
155,1/9/2010,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",19,24,91,NA
155,1/10/2010,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",17,22,104,NA
155,16-01-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",14,19,95,NA
155,17-01-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",15,18,108,NA
155,23-01-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",16,21,90,NA
155,24-01-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",17,22,85,NA
155,30-01-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",15,20,98,NA
155,31-01-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",17,22,76,NA
155,2/6/2010,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",18,23,97,NA
155,2/7/2010,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",16,21,113,NA
155,13-02-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",16,21,100,NA
155,14-02-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",16,21,113,NA
155,20-02-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,18,95,NA
155,21-02-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",14,17,90,NA
155,27-02-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",14,19,103,NA
155,28-02-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",16,21,81,NA
155,3/6/2010,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",19,24,103,NA
155,3/7/2010,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",17,22,119,NA
155,13-03-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",17,22,105,NA
155,14-03-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",18,22,118,NA
155,20-03-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",15,20,108,NA
155,21-03-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",17,22,86,NA
155,27-03-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",14,20,100,NA
155,28-03-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",15,18,95,NA
155,4/3/2010,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",20,24,108,NA
155,4/4/2010,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",17,22,124,NA
155,4/10/2010,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",17,22,110,NA
155,4/11/2010,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",18,22,123,NA
155,17-04-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",15,20,113,NA
155,18-04-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",17,22,91,NA
155,24-04-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",14,19,105,NA
155,25-04-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",15,19,100,NA
155,5/1/2010,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",20,24,113,NA
155,5/2/2010,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",17,22,129,NA
155,5/8/2010,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",17,22,116,NA
155,5/9/2010,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",18,23,129,NA
155,15-05-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",15,20,119,NA
155,16-05-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",18,23,97,NA
155,22-05-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",18,23,135,NA
155,23-05-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",14,19,112,NA
155,29-05-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",20,25,106,NA
155,30-05-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",15,19,119,NA
155,6/5/2010,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",18,22,121,NA
155,6/6/2010,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",19,23,134,NA
155,6/12/2010,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",16,21,124,NA
155,13-06-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",19,23,102,NA
155,19-06-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",19,23,140,NA
155,20-06-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",15,20,117,NA
155,26-06-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",21,25,111,NA
155,27-06-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",16,20,122,NA
155,7/3/2010,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",15,20,114,NA
155,7/4/2010,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",18,23,90,NA
155,7/10/2010,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",14,18,88,NA
155,7/11/2010,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",15,19,93,NA
155,17-07-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",15,19,81,NA
155,18-07-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",16,20,90,NA
155,26-07-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",14,18,94,NA
155,27-07-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",16,20,96,NA
155,31-07-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",15,20,85,NA
155,8/1/2010,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",15,20,56,NA
155,14-08-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",15,20,75,NA
155,15-08-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,18,76,NA
155,18-08-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",14,19,58,NA
155,19-08-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",14,19,70,NA
155,21-08-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",14,19,77,NA
155,22-08-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",14,19,57,NA
155,28-08-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",14,19,75,NA
155,29-08-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,17,68,NA
155,9/4/2010,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",14,19,56,NA
155,9/5/2010,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",16,21,74,NA
155,9/11/2010,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",14,19,81,NA
155,9/12/2010,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",15,20,93,NA
155,18-09-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",15,19,85,NA
155,19-09-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,18,94,NA
155,25-09-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",14,20,75,NA
155,26-09-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",16,20,88,NA
155,10/2/2010,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,18,89,NA
155,10/3/2010,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",15,19,77,NA
155,10/9/2010,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,18,70,NA
155,10/10/2010,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",14,19,81,NA
155,16-10-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,17,63,NA
155,17-10-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",14,19,87,NA
155,23-10-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",16,20,75,NA
155,24-10-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",14,19,84,NA
155,30-10-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",11,17,92,NA
155,31-10-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,18,67,NA
155,11/4/2010,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",10,17,69,NA
155,11/5/2010,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,22,109,NA
155,11/6/2010,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",10,16,79,NA
155,11/7/2010,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",11,16,102,NA
155,20-11-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,17,85,NA
155,21-11-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,20,87,NA
155,27-11-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",17,24,80,NA
155,12/2/2010,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",16,22,91,NA
155,12/4/2010,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,19,104,NA
155,12/5/2010,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",16,19,74,NA
155,12/11/2010,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,17,64,NA
155,12/12/2010,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,18,89,NA
155,18-12-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",15,20,79,NA
155,19-12-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",16,21,72,NA
155,25-12-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,18,75,NA
155,26-12-10,Gujarat,Ahmedabad,"R.C. High School, Mirzapur, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,16,72,NA
347,1/5/2010,Gujarat,Ahmedabad,"AZL Behrampura, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,18,66,NA
347,1/8/2010,Gujarat,Ahmedabad,"AZL Behrampura, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",18,21,80,NA
347,1/12/2010,Gujarat,Ahmedabad,"AZL Behrampura, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",16,20,88,NA
347,15-01-10,Gujarat,Ahmedabad,"AZL Behrampura, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",18,21,85,NA
347,19-01-10,Gujarat,Ahmedabad,"AZL Behrampura, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",15,18,90,NA
347,22-01-10,Gujarat,Ahmedabad,"AZL Behrampura, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",17,20,93,NA
347,26-01-10,Gujarat,Ahmedabad,"AZL Behrampura, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",18,20,96,NA
347,29-01-10,Gujarat,Ahmedabad,"AZL Behrampura, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",16,20,100,NA
347,2/2/2010,Gujarat,Ahmedabad,"AZL Behrampura, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",18,23,71,NA
347,2/5/2010,Gujarat,Ahmedabad,"AZL Behrampura, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",16,21,85,NA
347,2/9/2010,Gujarat,Ahmedabad,"AZL Behrampura, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",16,21,93,NA
347,2/12/2010,Gujarat,Ahmedabad,"AZL Behrampura, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",16,21,90,NA
347,16-02-10,Gujarat,Ahmedabad,"AZL Behrampura, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,18,95,NA
347,19-02-10,Gujarat,Ahmedabad,"AZL Behrampura, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",14,17,98,NA
347,23-02-10,Gujarat,Ahmedabad,"AZL Behrampura, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",14,19,102,NA
347,26-02-10,Gujarat,Ahmedabad,"AZL Behrampura, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",16,21,105,NA
347,3/2/2010,Gujarat,Ahmedabad,"AZL Behrampura, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",14,18,76,NA
347,3/5/2010,Gujarat,Ahmedabad,"AZL Behrampura, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",19,22,90,NA
347,3/9/2010,Gujarat,Ahmedabad,"AZL Behrampura, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",18,22,95,NA
347,3/12/2010,Gujarat,Ahmedabad,"AZL Behrampura, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",15,18,100,NA
347,16-03-10,Gujarat,Ahmedabad,"AZL Behrampura, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",17,20,103,NA
347,19-03-10,Gujarat,Ahmedabad,"AZL Behrampura, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",18,21,107,NA
347,23-03-10,Gujarat,Ahmedabad,"AZL Behrampura, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",17,19,96,NA
347,26-03-10,Gujarat,Ahmedabad,"AZL Behrampura, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",17,20,110,NA
347,30-03-10,Gujarat,Ahmedabad,"AZL Behrampura, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",19,22,95,NA
347,4/2/2010,Gujarat,Ahmedabad,"AZL Behrampura, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",18,22,99,NA
347,4/6/2010,Gujarat,Ahmedabad,"AZL Behrampura, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",15,18,105,NA
347,4/9/2010,Gujarat,Ahmedabad,"AZL Behrampura, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",17,20,108,NA
347,13-04-10,Gujarat,Ahmedabad,"AZL Behrampura, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",18,21,111,NA
347,16-04-10,Gujarat,Ahmedabad,"AZL Behrampura, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",17,19,101,NA
347,20-04-10,Gujarat,Ahmedabad,"AZL Behrampura, Ahmadabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",17,20,115,NA
