Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
14,March - M031993,West Bengal,Haldia,CMEC,Industrial Area,24.4,34.9,NA,NA
11,March - M031993,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,38.4,84,NA,NA
8,March - M031993,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,121.6,140.3,NA,NA
9,March - M031993,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,49.8,87.9,NA,NA
10,March - M031993,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,143.3,131.8,NA,NA
164,April - M041993,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",6,6.1,NA,NA
11,April - M041993,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,24.1,99.5,NA,NA
8,April - M041993,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,81.6,133.5,NA,NA
9,April - M041993,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,18.8,61.6,NA,NA
10,April - M041993,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,114,135.1,NA,NA
164,May - M051993,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",6,3.5,NA,NA
11,May - M051993,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,18.1,76.5,NA,NA
8,May - M051993,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,69.9,102.1,NA,NA
9,May - M051993,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,13,56.9,NA,NA
10,May - M051993,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,103.7,113.2,NA,NA
15,June - M061993,West Bengal,Haldia,CMEC,Industrial Area,22,36.4,NA,NA
14,June - M061993,West Bengal,Haldia,CMEC,Industrial Area,21.4,30.9,NA,NA
11,June - M061993,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,40.7,113.2,NA,NA
8,June - M061993,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,89.1,129.9,NA,NA
9,June - M061993,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,35.4,89.9,NA,NA
10,June - M061993,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,113.2,162.3,NA,NA
15,July - M071993,West Bengal,Haldia,CMEC,Industrial Area,19.1,37.1,NA,NA
14,July - M071993,West Bengal,Haldia,CMEC,Industrial Area,20.9,37.2,NA,NA
11,July - M071993,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,33,143,NA,NA
8,July - M071993,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,80,165.8,NA,NA
9,July - M071993,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,39.1,114.4,NA,NA
10,July - M071993,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,134,197.5,NA,NA
164,August - M081993,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",7.3,7.6,NA,NA
15,August - M081993,West Bengal,Haldia,CMEC,Industrial Area,26.3,41.7,NA,NA
14,August - M081993,West Bengal,Haldia,CMEC,Industrial Area,15.3,33.9,NA,NA
11,August - M081993,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,30.8,104.3,NA,NA
8,August - M081993,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,85.3,172.9,NA,NA
9,August - M081993,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,24.9,100.8,NA,NA
10,August - M081993,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,108.1,199.9,NA,NA
162,September - M091993,West Bengal,Calcutta,NA,Industrial Area,19.8,15.9,NA,NA
163,September - M091993,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",25.7,33.1,NA,NA
164,September - M091993,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",7.3,7,NA,NA
11,September - M091993,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,45,119.1,NA,NA
8,September - M091993,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,98.6,206.6,NA,NA
9,September - M091993,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,63.1,91.7,NA,NA
10,September - M091993,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,126.9,128.2,NA,NA
15,September - M091993,West Bengal,Haldia,CMEC,Industrial Area,21.8,38.9,NA,77
14,September - M091993,West Bengal,Haldia,CMEC,Industrial Area,20,39,NA,69
162,October - M101993,West Bengal,Calcutta,NA,Industrial Area,34.3,34.9,NA,NA
163,October - M101993,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",31.3,33.1,NA,NA
164,October - M101993,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",8.5,12,NA,NA
11,October - M101993,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,46.3,84,NA,NA
8,October - M101993,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,122.8,184.5,NA,NA
9,October - M101993,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,38.2,92.9,NA,NA
10,October - M101993,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,171.4,136.3,NA,NA
15,October - M101993,West Bengal,Haldia,CMEC,Industrial Area,24.9,45.7,NA,118
14,October - M101993,West Bengal,Haldia,CMEC,Industrial Area,17,32.8,NA,71
162,November - M111993,West Bengal,Calcutta,NA,Industrial Area,37.4,32.8,NA,NA
163,November - M111993,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",34.5,41.4,NA,NA
164,November - M111993,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",6.1,7.2,NA,NA
11,November - M111993,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,73.8,107.1,NA,NA
8,November - M111993,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,170.7,182.4,NA,NA
9,November - M111993,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,90.8,178.8,NA,NA
10,November - M111993,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,160.7,206.3,NA,NA
15,November - M111993,West Bengal,Haldia,CMEC,Industrial Area,18.9,37.4,NA,158
14,November - M111993,West Bengal,Haldia,CMEC,Industrial Area,17.8,37.1,NA,162
162,December - M121993,West Bengal,Calcutta,NA,Industrial Area,56.8,57.6,NA,NA
163,December - M121993,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",146.6,94.7,NA,NA
164,December - M121993,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",23.9,44.3,NA,NA
11,December - M121993,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,75,151.3,NA,NA
9,December - M121993,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,203.8,278.9,NA,NA
10,December - M121993,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,223.6,199.5,NA,NA
8,December - M121993,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,217,270.1,NA,903
