Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
78,September - M091998,Karnataka,Bangalore,Karnataka Pollution Control Board,Industrial Area,37.1,25.7,NA,138
77,September - M091998,Karnataka,Bangalore,Karnataka Pollution Control Board,Industrial Area,34.4,26.6,NA,67
40,October - M101998,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,29.9,24,NA,73
41,October - M101998,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,30.7,26.8,NA,90
79,October - M101998,Karnataka,Bangalore,Karnataka Pollution Control Board,"Residential, Rural and other Areas",44.8,26.9,NA,358
78,October - M101998,Karnataka,Bangalore,Karnataka Pollution Control Board,Industrial Area,42.2,26.4,NA,166
77,October - M101998,Karnataka,Bangalore,Karnataka Pollution Control Board,Industrial Area,32.4,21.6,NA,74
41,November - M111998,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,31.5,26.9,NA,57
40,November - M111998,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,32.6,28.5,NA,100
79,November - M111998,Karnataka,Bangalore,Karnataka Pollution Control Board,"Residential, Rural and other Areas",45.5,32.8,NA,342
78,November - M111998,Karnataka,Bangalore,Karnataka Pollution Control Board,Industrial Area,43.3,30,NA,162
77,November - M111998,Karnataka,Bangalore,Karnataka Pollution Control Board,Industrial Area,36.1,22.7,NA,81
40,December - M121998,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,29,24.5,NA,100
41,December - M121998,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,32.7,28.9,NA,91
77,December - M121998,Karnataka,Bangalore,Karnataka Pollution Control Board,Industrial Area,43.9,22.7,NA,67
79,December - M121998,Karnataka,Bangalore,Karnataka Pollution Control Board,"Residential, Rural and other Areas",75.1,41.8,NA,237
78,December - M121998,Karnataka,Bangalore,Karnataka Pollution Control Board,Industrial Area,47.4,30.6,NA,184
