Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
15/5/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,24.7,65,118,208
19/5/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,22.8,28.9,105,210
22/5/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,23.4,30.1,109,218
26/5/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,24.6,32.4,106,210
29/5/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,21.7,27.6,70,207
6/2/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,21.7,26.9,110,218
6/5/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,22.8,28.2,105,208
6/9/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,18.9,24.3,102,202
6/12/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,19.6,25.1,100,197
16/6/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,23.3,29.2,106,211
19/6/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,21.1,26.4,104,205
23/6/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,20.2,24.8,109,216
26/6/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,19.1,23.8,110,219
7/1/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,20.5,26.5,107,210
7/3/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,19.5,24.8,103,203
7/7/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,18.6,23.3,97,189
7/10/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,20.4,25.7,95,187
14/7/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,20.2,24.4,102,200
17/7/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,19.4,23.7,98,192
21/7/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,18.8,23.1,102,199
24/7/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,19.6,24.6,99,191
28/7/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,20.5,26.5,96,188
31/7/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,20.8,27.2,94,184
8/4/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,17.5,23.2,91,174
8/7/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,16.8,22.4,88,169
8/12/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,17.1,23.3,90,172
14/8/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,17.5,23.9,85,163
18/8/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,17.8,22.8,96,186
21/8/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,18.5,24.2,92,177
25/8/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,16.4,21.6,86,168
28/8/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,19.2,26.2,93,179
9/1/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,16.8,21.5,88,165
9/4/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,15.4,20.1,84,158
9/8/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,17.2,22.8,82,155
9/11/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,15.8,21.1,89,166
15/9/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,16.5,23.2,94,178
18/9/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,16.1,22.8,92,173
22/9/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,15.4,21,90,177
25/9/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,14.5,20.5,83,159
29/9/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,14.9,21.1,81,153
10/2/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,15.2,22.7,82,153
10/6/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,15.8,21.2,91,177
10/9/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,16.5,23.1,96,187
13/10/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,16.9,23.8,92,180
16/10/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,17.1,24.6,88,167
20/10/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,16.8,23.5,85,162
23/10/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,16.2,22.7,90,171
27/10/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,19.6,24.3,94,182
28/10/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,24.7,30.8,107,203
29/10/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,23.3,27.8,102,194
30/10/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,20.1,25.4,92,177
11/10/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,21.4,27.8,96,193
13/11/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,19.5,24.5,92,183
17/11/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,20.6,26.2,88,175
20/11/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,22.4,28.4,83,163
24/11/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,20.2,25.3,89,177
27/11/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,18.8,24.1,81,160
12/1/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,21.6,26.3,93,188
12/4/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,20.2,25.8,97,197
12/8/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,20.9,26.1,96,191
12/11/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,23.2,28.9,94,187
15/12/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,21.6,27.1,93,187
18/12/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,20.8,25.8,96,192
22/12/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,22.4,28.2,95,190
25/12/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,21.6,26.4,92,183
29/12/2008,Gujarat,Surat,B.R.C. High School,Industrial Areas,20.7,25.8,88,177
1/2/2008,Gujarat,Surat,Near A.I. Office,Residential and others,14.6,22.8,83,167
1/4/2008,Gujarat,Surat,Near A.I. Office,Residential and others,18,27.5,86,174
1/7/2008,Gujarat,Surat,Near A.I. Office,Residential and others,19.3,26.2,98,198
1/11/2008,Gujarat,Surat,Near A.I. Office,Residential and others,20.5,28.4,89,179
14/1/2008,Gujarat,Surat,Near A.I. Office,Residential and others,18.9,25.5,93,184
18/1/2008,Gujarat,Surat,Near A.I. Office,Residential and others,20.9,28.5,98,201
21/1/2008,Gujarat,Surat,Near A.I. Office,Residential and others,23.2,32.1,105,213
25/1/2008,Gujarat,Surat,Near A.I. Office,Residential and others,21.4,30.5,101,205
28/1/2008,Gujarat,Surat,Near A.I. Office,Residential and others,19.5,26.4,108,218
2/1/2008,Gujarat,Surat,Near A.I. Office,Residential and others,22.1,29.2,104,215
2/4/2008,Gujarat,Surat,Near A.I. Office,Residential and others,21.8,28.7,102,205
2/8/2008,Gujarat,Surat,Near A.I. Office,Residential and others,23.4,32.4,98,197
2/11/2008,Gujarat,Surat,Near A.I. Office,Residential and others,20.9,30.1,92,188
15/2/2008,Gujarat,Surat,Near A.I. Office,Residential and others,18.7,26.5,96,191
18/2/2008,Gujarat,Surat,Near A.I. Office,Residential and others,19.5,27.6,95,192
22/2/2008,Gujarat,Surat,Near A.I. Office,Residential and others,22.4,31.5,89,179
25/2/2008,Gujarat,Surat,Near A.I. Office,Residential and others,20.1,29.2,91,183
29/2/2008,Gujarat,Surat,Near A.I. Office,Residential and others,19.1,26.5,94,190
3/3/2008,Gujarat,Surat,Near A.I. Office,Residential and others,22.5,28.2,88,178
3/7/2008,Gujarat,Surat,Near A.I. Office,Residential and others,20.4,25.4,94,190
3/10/2008,Gujarat,Surat,Near A.I. Office,Residential and others,18.9,23.1,91,183
14/3/2008,Gujarat,Surat,Near A.I. Office,Residential and others,19.7,26.5,86,173
17/3/2008,Gujarat,Surat,Near A.I. Office,Residential and others,20.2,26.8,92,185
21/3/2008,Gujarat,Surat,Near A.I. Office,Residential and others,18.6,25.4,96,194
24/3/2008,Gujarat,Surat,Near A.I. Office,Residential and others,18.1,24.6,91,181
28/3/2008,Gujarat,Surat,Near A.I. Office,Residential and others,19.4,25.1,88,174
4/1/2008,Gujarat,Surat,Near A.I. Office,Residential and others,17.8,24.2,91,183
4/4/2008,Gujarat,Surat,Near A.I. Office,Residential and others,18.9,25.4,96,192
4/8/2008,Gujarat,Surat,Near A.I. Office,Residential and others,19.1,26.1,95,190
4/11/2008,Gujarat,Surat,Near A.I. Office,Residential and others,18.4,24.9,92,183
15/4/2008,Gujarat,Surat,Near A.I. Office,Residential and others,17.6,23.7,97,194
18/4/2008,Gujarat,Surat,Near A.I. Office,Residential and others,18.8,25.1,93,187
22/4/2008,Gujarat,Surat,Near A.I. Office,Residential and others,20.4,26.2,90,180
25/4/2008,Gujarat,Surat,Near A.I. Office,Residential and others,20.7,25.8,95,190
29/4/2008,Gujarat,Surat,Near A.I. Office,Residential and others,19.4,24.6,92,182
5/2/2008,Gujarat,Surat,Near A.I. Office,Residential and others,18.6,23.2,94,188
5/6/2008,Gujarat,Surat,Near A.I. Office,Residential and others,16.7,24.8,94,189
5/9/2008,Gujarat,Surat,Near A.I. Office,Residential and others,18.9,27.2,96,194
13/5/2008,Gujarat,Surat,Near A.I. Office,Residential and others,17.2,25.7,98,197
16/5/2008,Gujarat,Surat,Near A.I. Office,Residential and others,17.8,26.4,102,205
20/5/2008,Gujarat,Surat,Near A.I. Office,Residential and others,16.8,25.2,92,186
23/5/2008,Gujarat,Surat,Near A.I. Office,Residential and others,17.5,27.8,88,177
30/5/2008,Gujarat,Surat,Near A.I. Office,Residential and others,17.9,28.5,90,180
6/3/2008,Gujarat,Surat,Near A.I. Office,Residential and others,18.9,25.6,88,176
6/6/2008,Gujarat,Surat,Near A.I. Office,Residential and others,20.2,27.8,91,182
6/10/2008,Gujarat,Surat,Near A.I. Office,Residential and others,17.6,24.1,83,166
13/6/2008,Gujarat,Surat,Near A.I. Office,Residential and others,16.2,22.8,80,160
17/6/2008,Gujarat,Surat,Near A.I. Office,Residential and others,18.1,24.8,87,174
20/6/2008,Gujarat,Surat,Near A.I. Office,Residential and others,19.6,26.2,92,183
24/6/2008,Gujarat,Surat,Near A.I. Office,Residential and others,17.8,23.9,94,188
27/6/2008,Gujarat,Surat,Near A.I. Office,Residential and others,18.3,25.2,91,181
7/1/2008,Gujarat,Surat,Near A.I. Office,Residential and others,18.4,24.8,92,181
7/4/2008,Gujarat,Surat,Near A.I. Office,Residential and others,19.2,26.2,90,177
7/8/2008,Gujarat,Surat,Near A.I. Office,Residential and others,18.2,25.3,84,165
7/11/2008,Gujarat,Surat,Near A.I. Office,Residential and others,17.3,23.7,85,168
15/7/2008,Gujarat,Surat,Near A.I. Office,Residential and others,19.5,26.8,87,169
18/7/2008,Gujarat,Surat,Near A.I. Office,Residential and others,18.2,24.7,82,162
22/7/2008,Gujarat,Surat,Near A.I. Office,Residential and others,17.2,23.6,84,165
25/7/2008,Gujarat,Surat,Near A.I. Office,Residential and others,16.9,23.1,80,158
29/7/2008,Gujarat,Surat,Near A.I. Office,Residential and others,16.7,22.4,82,161
8/1/2008,Gujarat,Surat,Near A.I. Office,Residential and others,17.8,23.7,78,152
8/5/2008,Gujarat,Surat,Near A.I. Office,Residential and others,15.7,21.8,81,154
8/8/2008,Gujarat,Surat,Near A.I. Office,Residential and others,14.9,20.5,77,148
8/12/2008,Gujarat,Surat,Near A.I. Office,Residential and others,13.8,19.2,75,142
15/8/2008,Gujarat,Surat,Near A.I. Office,Residential and others,15.2,20.9,79,150
19/8/2008,Gujarat,Surat,Near A.I. Office,Residential and others,16.8,22.9,86,166
22/8/2008,Gujarat,Surat,Near A.I. Office,Residential and others,17.2,24.1,82,161
26/8/2008,Gujarat,Surat,Near A.I. Office,Residential and others,14.6,20.7,75,148
29/8/2008,Gujarat,Surat,Near A.I. Office,Residential and others,15.9,21.5,79,156
9/2/2008,Gujarat,Surat,Near A.I. Office,Residential and others,14.3,20.8,76,143
9/5/2008,Gujarat,Surat,Near A.I. Office,Residential and others,15.5,22.2,79,149
9/9/2008,Gujarat,Surat,Near A.I. Office,Residential and others,15.1,21.5,75,140
9/12/2008,Gujarat,Surat,Near A.I. Office,Residential and others,14.9,20.3,72,131
16/9/2008,Gujarat,Surat,Near A.I. Office,Residential and others,15.6,22.8,70,129
19/9/2008,Gujarat,Surat,Near A.I. Office,Residential and others,14.5,19.7,71,130
23/9/2008,Gujarat,Surat,Near A.I. Office,Residential and others,14,18.6,68,128
26/9/2008,Gujarat,Surat,Near A.I. Office,Residential and others,14.2,19.3,72,133
30/9/2008,Gujarat,Surat,Near A.I. Office,Residential and others,15.1,20.5,70,132
10/3/2008,Gujarat,Surat,Near A.I. Office,Residential and others,13.7,18.7,73,137
10/7/2008,Gujarat,Surat,Near A.I. Office,Residential and others,14.5,21.2,81,157
10/10/2008,Gujarat,Surat,Near A.I. Office,Residential and others,14.9,21.9,78,151
14/10/2008,Gujarat,Surat,Near A.I. Office,Residential and others,15.6,22.7,75,146
17/10/2008,Gujarat,Surat,Near A.I. Office,Residential and others,15.2,22.1,72,138
21/10/2008,Gujarat,Surat,Near A.I. Office,Residential and others,14.8,21.5,69,133
24/10/2008,Gujarat,Surat,Near A.I. Office,Residential and others,15.7,23.3,73,139
27/10/2008,Gujarat,Surat,Near A.I. Office,Residential and others,16.5,25.8,78,150
28/10/2008,Gujarat,Surat,Near A.I. Office,Residential and others,23.4,31.3,92,180
29/10/2008,Gujarat,Surat,Near A.I. Office,Residential and others,21.6,29.7,103,199
30/10/2008,Gujarat,Surat,Near A.I. Office,Residential and others,17.1,26.3,82,157
11/11/2008,Gujarat,Surat,Near A.I. Office,Residential and others,15.1,23.5,77,156
14/11/2008,Gujarat,Surat,Near A.I. Office,Residential and others,14.9,22.8,82,166
18/11/2008,Gujarat,Surat,Near A.I. Office,Residential and others,14.2,22.2,79,161
21/11/2008,Gujarat,Surat,Near A.I. Office,Residential and others,15.6,24.3,80,162
25/11/2008,Gujarat,Surat,Near A.I. Office,Residential and others,16.1,25.5,77,157
28/11/2008,Gujarat,Surat,Near A.I. Office,Residential and others,15.5,24.9,76,153
12/2/2008,Gujarat,Surat,Near A.I. Office,Residential and others,16.2,25.3,84,169
12/5/2008,Gujarat,Surat,Near A.I. Office,Residential and others,15.4,24.8,82,165
12/9/2008,Gujarat,Surat,Near A.I. Office,Residential and others,14.8,23.7,78,158
12/12/2008,Gujarat,Surat,Near A.I. Office,Residential and others,15.6,23.9,81,164
16/12/2008,Gujarat,Surat,Near A.I. Office,Residential and others,16.1,24.5,80,161
19/12/2008,Gujarat,Surat,Near A.I. Office,Residential and others,16.5,25.8,81,163
23/12/2008,Gujarat,Surat,Near A.I. Office,Residential and others,15.8,24.2,78,157
26/12/2008,Gujarat,Surat,Near A.I. Office,Residential and others,15.2,23.9,81,162
30/12/2008,Gujarat,Surat,Near A.I. Office,Residential and others,14.8,23.1,80,163
1/2/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,12.7,21.3,74,151
1/7/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,14.2,21.2,79,159
1/9/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,13.5,20.1,82,167
14/1/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,15.1,23.1,88,177
16/1/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,14.6,22.5,80,160
21/1/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,16.7,25.1,96,196
23/1/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,17.5,27.2,92,187
28/1/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,15.8,23.6,88,177
30/1/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,16.2,24.8,97,197
2/4/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,16.9,25.3,84,174
2/6/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,14.8,22.8,78,159
2/11/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,15.4,24.6,88,176
13/2/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,14.4,23.1,91,183
18/2/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,15.8,24.2,88,177
20/2/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,16.2,26.4,94,192
25/2/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,14.3,22.8,90,183
27/2/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,13.1,21.6,86,173
3/3/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,13.8,21.5,77,156
3/5/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,15.2,23.2,75,151
3/10/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,13.4,20.7,79,160
3/12/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,14.9,22.9,76,154
17/3/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,15.3,23.6,74,150
19/3/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,13.1,20.6,71,148
24/3/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,13.5,21.7,72,147
26/3/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,14.5,22.8,70,143
4/2/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,14.1,23.1,79,160
4/5/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,14.8,25.2,77,156
4/9/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,14,22.7,80,161
4/12/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,13.8,21.8,78,158
16/4/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,13.2,20.9,85,171
19/4/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,13.5,22.4,88,179
23/4/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,13.8,23.1,84,172
26/4/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,13.4,22.5,81,164
30/4/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,12.7,21.6,80,163
5/3/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,13.1,21.9,76,155
5/7/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,15.6,25.2,83,167
5/10/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,14.8,23.7,75,151
14/5/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,16.4,27.5,79,159
17/5/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,15.9,24.6,85,173
24/5/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,14.7,22.9,75,153
28/5/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,14.4,21.4,72,143
31/5/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,15.6,25.6,76,154
6/4/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,14,23.2,78,159
6/7/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,13.7,22.5,76,152
6/11/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,12.5,21.9,69,138
14/6/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,13.4,22.2,72,146
18/6/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,14.2,24.8,75,149
21/6/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,13.8,23.1,73,146
25/6/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,12.7,21.8,78,156
28/6/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,13.1,22.5,76,151
7/2/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,14.2,19.7,75,149
7/5/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,13.5,18.7,69,137
7/9/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,12.7,17.6,73,145
7/12/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,12.3,17.2,72,142
16/7/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,12.1,17.9,70,138
19/7/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,13.4,20.2,68,134
23/7/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,12.9,18.1,72,142
26/7/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,13.1,19.7,71,140
30/7/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,12.7,18.8,73,143
8/2/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,12.2,18,67,133
8/6/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,11.9,17.4,70,136
8/9/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,12.5,19.2,65,126
13/8/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,11.7,18.1,61,119
16/8/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,12,18.8,63,123
20/8/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,12.7,18.5,73,143
23/8/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,13.8,20.3,68,133
27/8/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,12.9,19.1,63,123
30/8/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,11.7,17.8,61,117
9/3/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,12.2,18.3,70,137
9/6/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,11.5,17.2,65,126
9/10/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,10.8,16.8,67,129
13/9/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,12.1,19.1,71,136
17/9/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,11.9,17.8,66,130
20/9/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,12.6,19.5,65,124
24/9/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,12,18.2,62,119
27/9/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,11.7,17.5,61,115
10/1/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,11.2,16.9,64,120
10/4/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,12.1,17.5,63,119
10/8/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,12.5,19.2,68,132
10/11/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,12.1,18.7,71,137
15/10/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,11.8,17.9,72,140
18/10/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,12.4,18.5,69,132
22/10/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,12,18.1,65,127
25/10/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,12.3,18.8,68,131
27/10/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,13.2,21.4,75,144
28/10/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,17.3,25.1,82,159
29/10/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,14.5,22.4,74,145
30/10/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,12.5,20.6,71,136
11/12/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,12.8,20.5,73,149
15/11/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,12.2,19.6,72,146
19/11/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,13.1,21.4,68,136
22/11/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,12.9,21.1,71,144
26/11/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,12.5,20.8,74,151
29/11/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,12.1,19.2,76,155
12/3/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,13.2,20.5,72,145
12/6/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,13.4,21.6,70,141
12/10/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,12.8,20.1,76,153
13/12/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,13.4,22.3,73,145
17/12/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,13,21.8,74,149
20/12/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,12.4,20.1,73,146
24/12/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,12.8,20.6,70,139
27/12/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,12.1,19.7,74,147
31/12/2008,Gujarat,Surat,S.V.R. Eng. College,Residential and others,12.7,20.2,78,157
1/2/2008,Gujarat,Vadodara,CETP,Industrial Areas,22.9,39.6,137,323
1/5/2008,Gujarat,Vadodara,CETP,Industrial Areas,23,41.6,133,314
1/9/2008,Gujarat,Vadodara,CETP,Industrial Areas,17.5,39.3,131,301
1/12/2008,Gujarat,Vadodara,CETP,Industrial Areas,22,44.1,141,322
16/1/2008,Gujarat,Vadodara,CETP,Industrial Areas,15,35.7,136,304
19/1/2008,Gujarat,Vadodara,CETP,Industrial Areas,17,37.9,135,314
23/1/2008,Gujarat,Vadodara,CETP,Industrial Areas,21.3,42.1,138,314
28/1/2008,Gujarat,Vadodara,CETP,Industrial Areas,16.9,39.6,142,330
30/1/2008,Gujarat,Vadodara,CETP,Industrial Areas,20,41.3,143,333
2/6/2008,Gujarat,Vadodara,CETP,Industrial Areas,17.4,42.9,135,319
2/9/2008,Gujarat,Vadodara,CETP,Industrial Areas,17.7,38.3,151,347
13/2/2008,Gujarat,Vadodara,CETP,Industrial Areas,17.9,43.8,136,314
16/2/2008,Gujarat,Vadodara,CETP,Industrial Areas,21.3,47.4,145,325
20/2/2008,Gujarat,Vadodara,CETP,Industrial Areas,19.1,44.7,136,317
23/2/2008,Gujarat,Vadodara,CETP,Industrial Areas,17.5,43.5,148,342
27/2/2008,Gujarat,Vadodara,CETP,Industrial Areas,21,47.4,135,316
3/1/2008,Gujarat,Vadodara,CETP,Industrial Areas,17.3,42.5,152,349
3/5/2008,Gujarat,Vadodara,CETP,Industrial Areas,18.6,42.9,142,324
3/8/2008,Gujarat,Vadodara,CETP,Industrial Areas,19.8,45.3,122,277
3/12/2008,Gujarat,Vadodara,CETP,Industrial Areas,21.4,44.7,123,283
15/3/2008,Gujarat,Vadodara,CETP,Industrial Areas,19.8,42.4,136,301
19/3/2008,Gujarat,Vadodara,CETP,Industrial Areas,17.8,40.7,131,300
22/3/2008,Gujarat,Vadodara,CETP,Industrial Areas,20.3,42.8,129,288
26/3/2008,Gujarat,Vadodara,CETP,Industrial Areas,19.5,41.1,139,318
29/3/2008,Gujarat,Vadodara,CETP,Industrial Areas,17.6,40.5,125,286
4/2/2008,Gujarat,Vadodara,CETP,Industrial Areas,17.8,42.2,117,268
4/5/2008,Gujarat,Vadodara,CETP,Industrial Areas,20.5,42,127,300
4/9/2008,Gujarat,Vadodara,CETP,Industrial Areas,19.3,44.1,132,318
4/12/2008,Gujarat,Vadodara,CETP,Industrial Areas,20.5,43.9,119,284
16/4/2008,Gujarat,Vadodara,CETP,Industrial Areas,21.5,37.6,135,316
19/4/2008,Gujarat,Vadodara,CETP,Industrial Areas,19.6,39.3,130,309
23/4/2008,Gujarat,Vadodara,CETP,Industrial Areas,20.4,42.3,141,337
26/4/2008,Gujarat,Vadodara,CETP,Industrial Areas,18.3,39.5,125,298
30/4/2008,Gujarat,Vadodara,CETP,Industrial Areas,21,43.5,121,292
5/3/2008,Gujarat,Vadodara,CETP,Industrial Areas,19.9,41.7,140,333
