Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
306,March - M031998,Tamil Nadu,Madurai,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",7.8,18.4,NA,61
307,March - M031998,Tamil Nadu,Madurai,Tamilnadu State Pollution Control Board,Industrial Area,6.1,29.7,NA,203
308,March - M031998,Tamil Nadu,Madurai,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",NA,27.3,NA,341
160,March - M031998,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",6,12.3,NA,69
159,March - M031998,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",6.1,32.5,NA,220
161,March - M031998,Tamil Nadu,Madras,NA,Industrial Area,8.8,12.3,NA,104
38,April - M041998,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,3.2,22.9,NA,138
71,April - M041998,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,5.6,26.9,NA,148
72,April - M041998,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,NA,25.9,NA,115
260,April - M041998,Tamil Nadu,Coimbatore,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",NA,11.8,NA,139
238,April - M041998,Tamil Nadu,Coimbatore,Tamil Nadu Pollution Control Board,NA,7.2,16.8,NA,119
237,April - M041998,Tamil Nadu,Coimbatore,Tamil Nadu Pollution Control Board,NA,15.1,26.2,NA,186
239,April - M041998,Tamil Nadu,Tuticorin,Tamil Nadu Pollution Control Board,NA,16.2,14.4,NA,54
240,April - M041998,Tamil Nadu,Tuticorin,Tamil Nadu Pollution Control Board,NA,18.4,14.4,NA,56
206,April - M041998,Tamil Nadu,Tuticorin,Tamil Nadu Pollution Control Board,NA,NA,12.3,NA,160
309,April - M041998,Tamil Nadu,Salem,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",NA,12.5,NA,145
306,April - M041998,Tamil Nadu,Madurai,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9.8,25.1,NA,69
307,April - M041998,Tamil Nadu,Madurai,Tamilnadu State Pollution Control Board,Industrial Area,3.4,23.9,NA,182
308,April - M041998,Tamil Nadu,Madurai,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",NA,29.7,NA,350
160,April - M041998,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",6.3,9.5,NA,122
159,April - M041998,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",6.4,9,NA,144
161,April - M041998,Tamil Nadu,Madras,NA,Industrial Area,7,5.8,NA,66
260,May - M051998,Tamil Nadu,Coimbatore,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",NA,13.1,NA,96
238,May - M051998,Tamil Nadu,Coimbatore,Tamil Nadu Pollution Control Board,NA,8.8,16.2,NA,111
237,May - M051998,Tamil Nadu,Coimbatore,Tamil Nadu Pollution Control Board,NA,15.7,21.6,NA,151
38,May - M051998,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,16.8,14.1,NA,145
71,May - M051998,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,7.4,9.4,NA,150
72,May - M051998,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,5.4,12.2,NA,126
239,May - M051998,Tamil Nadu,Tuticorin,Tamil Nadu Pollution Control Board,NA,15.2,16.7,NA,49
206,May - M051998,Tamil Nadu,Tuticorin,Tamil Nadu Pollution Control Board,NA,NA,12.7,NA,98
240,May - M051998,Tamil Nadu,Tuticorin,Tamil Nadu Pollution Control Board,NA,12.1,16.6,NA,43
306,May - M051998,Tamil Nadu,Madurai,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4.1,20.2,NA,60
307,May - M051998,Tamil Nadu,Madurai,Tamilnadu State Pollution Control Board,Industrial Area,5.2,27.4,NA,133
308,May - M051998,Tamil Nadu,Madurai,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",5.9,32.3,NA,259
309,May - M051998,Tamil Nadu,Salem,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13.3,28.5,NA,132
160,May - M051998,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",18.4,7.1,NA,102
159,May - M051998,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",16.2,7.3,NA,133
161,May - M051998,Tamil Nadu,Madras,NA,Industrial Area,8.4,3.5,NA,63
260,June - M061998,Tamil Nadu,Coimbatore,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",NA,9.2,NA,95
238,June - M061998,Tamil Nadu,Coimbatore,Tamil Nadu Pollution Control Board,NA,11.2,13,NA,89
237,June - M061998,Tamil Nadu,Coimbatore,Tamil Nadu Pollution Control Board,NA,13.9,13,NA,153
38,June - M061998,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,8.1,7.8,NA,147
71,June - M061998,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,11.9,14.5,NA,124
72,June - M061998,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,10,11.8,NA,157
206,June - M061998,Tamil Nadu,Tuticorin,Tamil Nadu Pollution Control Board,NA,NA,11.5,NA,146
239,June - M061998,Tamil Nadu,Tuticorin,Tamil Nadu Pollution Control Board,NA,13.4,11.3,NA,36
240,June - M061998,Tamil Nadu,Tuticorin,Tamil Nadu Pollution Control Board,NA,12.2,13.3,NA,58
309,June - M061998,Tamil Nadu,Salem,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",8.5,14.6,NA,103
306,June - M061998,Tamil Nadu,Madurai,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4.5,19.6,NA,79
307,June - M061998,Tamil Nadu,Madurai,Tamilnadu State Pollution Control Board,Industrial Area,4,21,NA,126
308,June - M061998,Tamil Nadu,Madurai,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",1.4,31,NA,189
160,June - M061998,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",7.8,5.1,NA,65
159,June - M061998,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",6.8,4,NA,55
161,June - M061998,Tamil Nadu,Madras,NA,Industrial Area,7.1,4.1,NA,131
239,July - M071998,Tamil Nadu,Tuticorin,Tamil Nadu Pollution Control Board,NA,15.5,13.3,NA,28
206,July - M071998,Tamil Nadu,Tuticorin,Tamil Nadu Pollution Control Board,NA,NA,12,NA,97
240,July - M071998,Tamil Nadu,Tuticorin,Tamil Nadu Pollution Control Board,NA,11.4,14.1,NA,52
38,July - M071998,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,7.6,17.1,NA,110
71,July - M071998,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,8.8,23,NA,87
72,July - M071998,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,11.3,22.2,NA,112
260,July - M071998,Tamil Nadu,Coimbatore,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",NA,11.7,NA,70
238,July - M071998,Tamil Nadu,Coimbatore,Tamil Nadu Pollution Control Board,NA,15.8,15.2,NA,103
237,July - M071998,Tamil Nadu,Coimbatore,Tamil Nadu Pollution Control Board,NA,13.4,21,NA,126
306,July - M071998,Tamil Nadu,Madurai,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",NA,19.7,NA,86
307,July - M071998,Tamil Nadu,Madurai,Tamilnadu State Pollution Control Board,Industrial Area,3.9,23.7,NA,107
308,July - M071998,Tamil Nadu,Madurai,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",7.8,21.5,NA,272
309,July - M071998,Tamil Nadu,Salem,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",25.5,20.1,NA,97
160,July - M071998,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",9.4,8.8,NA,64
159,July - M071998,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",7.9,5.2,NA,134
161,July - M071998,Tamil Nadu,Madras,NA,Industrial Area,9.6,4.6,NA,48
260,August - M081998,Tamil Nadu,Coimbatore,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",NA,14.1,NA,59
238,August - M081998,Tamil Nadu,Coimbatore,Tamil Nadu Pollution Control Board,NA,9.8,20,NA,103
38,August - M081998,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,18.7,30,NA,144
71,August - M081998,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,15.2,28.1,NA,151
72,August - M081998,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,16.2,31.3,NA,160
239,August - M081998,Tamil Nadu,Tuticorin,Tamil Nadu Pollution Control Board,NA,13.8,10.7,NA,43
206,August - M081998,Tamil Nadu,Tuticorin,Tamil Nadu Pollution Control Board,NA,NA,11,NA,137
240,August - M081998,Tamil Nadu,Tuticorin,Tamil Nadu Pollution Control Board,NA,14,10.9,NA,43
306,August - M081998,Tamil Nadu,Madurai,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",3.9,18.3,NA,88
307,August - M081998,Tamil Nadu,Madurai,Tamilnadu State Pollution Control Board,Industrial Area,5.9,19.6,NA,106
308,August - M081998,Tamil Nadu,Madurai,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",8.4,19.6,NA,242
309,August - M081998,Tamil Nadu,Salem,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",NA,13.9,NA,95
160,August - M081998,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",9.1,13.2,NA,63
161,August - M081998,Tamil Nadu,Madras,NA,Industrial Area,7.1,15.8,NA,117
159,August - M081998,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",8.4,22.3,NA,107
260,September - M091998,Tamil Nadu,Coimbatore,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",NA,14.2,NA,81
238,September - M091998,Tamil Nadu,Coimbatore,Tamil Nadu Pollution Control Board,NA,9.1,21.3,NA,88
237,September - M091998,Tamil Nadu,Coimbatore,Tamil Nadu Pollution Control Board,NA,10.6,25.8,NA,115
239,September - M091998,Tamil Nadu,Tuticorin,Tamil Nadu Pollution Control Board,NA,14.7,11.6,NA,48
206,September - M091998,Tamil Nadu,Tuticorin,Tamil Nadu Pollution Control Board,NA,8.5,10.1,NA,144
240,September - M091998,Tamil Nadu,Tuticorin,Tamil Nadu Pollution Control Board,NA,12.7,8.6,NA,50
38,September - M091998,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,34.5,39.1,NA,164
71,September - M091998,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,28.1,31.1,NA,147
72,September - M091998,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,22.9,31.1,NA,160
306,September - M091998,Tamil Nadu,Madurai,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4.9,12.6,NA,98
307,September - M091998,Tamil Nadu,Madurai,Tamilnadu State Pollution Control Board,Industrial Area,5,18.8,NA,309
308,September - M091998,Tamil Nadu,Madurai,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",NA,49.9,NA,119
309,September - M091998,Tamil Nadu,Salem,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",NA,16.3,NA,74
160,September - M091998,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",6.1,6.3,NA,97
159,September - M091998,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",8.2,17.6,NA,67
161,September - M091998,Tamil Nadu,Madras,NA,Industrial Area,9.2,15,NA,97
38,October - M101998,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,18.9,16.8,NA,84
71,October - M101998,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,24.1,16.9,NA,74
72,October - M101998,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,7.1,21.8,NA,140
260,October - M101998,Tamil Nadu,Coimbatore,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",NA,18.6,NA,83
238,October - M101998,Tamil Nadu,Coimbatore,Tamil Nadu Pollution Control Board,NA,14.1,19.7,NA,142
237,October - M101998,Tamil Nadu,Coimbatore,Tamil Nadu Pollution Control Board,NA,13.4,17.8,NA,195
306,October - M101998,Tamil Nadu,Madurai,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",1.8,22.6,NA,127
308,October - M101998,Tamil Nadu,Madurai,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",2.2,22.8,NA,244
307,October - M101998,Tamil Nadu,Madurai,Tamilnadu State Pollution Control Board,Industrial Area,4.1,27.8,NA,183
160,October - M101998,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",9.9,15.3,NA,103
159,October - M101998,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",15.3,24.1,NA,171
160,November - M111998,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",11.7,17.7,NA,79
159,November - M111998,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",12.9,26,NA,151
