Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
22,February - M021990,Gujarat,Surat,Gujarat Pollution Control Board,Industrial Area,35,85.9,NA,216
99,February - M021990,Gujarat,Surat,Gujarat Pollution Control Board,Industrial Area,49.1,48.3,NA,253
23,February - M021990,Gujarat,Surat,Gujarat Pollution Control Board,"Residential, Rural and other Areas",31,45.6,NA,503
21,February - M021990,Gujarat,Surat,Gujarat Pollution Control Board,"Residential, Rural and other Areas",18.7,42.1,NA,212
97,February - M021990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,Industrial Area,24,27.8,NA,411
102,February - M021990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,"Residential, Rural and other Areas",22.1,25.1,NA,371
103,February - M021990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,"Residential, Rural and other Areas",11.1,37.8,NA,279
101,February - M021990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,Industrial Area,NA,NA,NA,325
100,February - M021990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,Industrial Area,22.9,38.9,NA,388
153,February - M021990,Gujarat,Ahmedabad,NEER,"Residential, Rural and other Areas",17.2,6.5,NA,201
154,February - M021990,Gujarat,Ahmedabad,NA,Industrial Area,41.8,8,NA,NA
155,February - M021990,Gujarat,Ahmedabad,NA,"Residential, Rural and other Areas",52.4,12.1,NA,NA
51,March - M031990,Gujarat,Baroda,Gujarat Pollution Control Board,Industrial Area,22.3,12.2,NA,328
47,March - M031990,Gujarat,Baroda,Gujarat Pollution Control Board,"Residential, Rural and other Areas",8.6,9.1,NA,448
50,March - M031990,Gujarat,Baroda,Gujarat Pollution Control Board,"Residential, Rural and other Areas",7.7,5.1,NA,349
49,March - M031990,Gujarat,Baroda,Gujarat Pollution Control Board,Industrial Area,18.6,8.9,NA,346
48,March - M031990,Gujarat,Baroda,Gujarat Pollution Control Board,"Residential, Rural and other Areas",7.7,7,NA,512
22,March - M031990,Gujarat,Surat,Gujarat Pollution Control Board,Industrial Area,22.8,52.6,NA,204
99,March - M031990,Gujarat,Surat,Gujarat Pollution Control Board,Industrial Area,34.3,44.8,NA,351
23,March - M031990,Gujarat,Surat,Gujarat Pollution Control Board,"Residential, Rural and other Areas",17.5,41,NA,335
21,March - M031990,Gujarat,Surat,Gujarat Pollution Control Board,"Residential, Rural and other Areas",11.4,40.1,NA,109
97,March - M031990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,Industrial Area,13.8,21.1,NA,406
101,March - M031990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,Industrial Area,12.7,16.6,NA,326
102,March - M031990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,"Residential, Rural and other Areas",14.2,24.7,NA,318
103,March - M031990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,"Residential, Rural and other Areas",7,33.6,NA,278
100,March - M031990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,Industrial Area,16.6,65.6,NA,586
153,March - M031990,Gujarat,Ahmedabad,NEER,"Residential, Rural and other Areas",8.6,3.3,NA,330
154,March - M031990,Gujarat,Ahmedabad,NA,Industrial Area,46.7,6,NA,NA
155,March - M031990,Gujarat,Ahmedabad,NA,"Residential, Rural and other Areas",53.8,7.7,NA,NA
22,April - M041990,Gujarat,Surat,Gujarat Pollution Control Board,Industrial Area,33.3,39,NA,221
99,April - M041990,Gujarat,Surat,Gujarat Pollution Control Board,Industrial Area,36,50,NA,347
23,April - M041990,Gujarat,Surat,Gujarat Pollution Control Board,"Residential, Rural and other Areas",26.2,40.8,NA,473
21,April - M041990,Gujarat,Surat,Gujarat Pollution Control Board,"Residential, Rural and other Areas",13.2,41,NA,137
97,April - M041990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,Industrial Area,13.8,14.3,NA,402
101,April - M041990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,Industrial Area,17.7,29.8,NA,308
102,April - M041990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,"Residential, Rural and other Areas",21,27.8,NA,270
103,April - M041990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,"Residential, Rural and other Areas",5.1,16.5,NA,182
100,April - M041990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,Industrial Area,11.2,23.3,NA,321
153,April - M041990,Gujarat,Ahmedabad,NEER,"Residential, Rural and other Areas",5.7,3.2,NA,217
155,April - M041990,Gujarat,Ahmedabad,NA,"Residential, Rural and other Areas",17.1,7.6,NA,NA
51,May - M051990,Gujarat,Baroda,Gujarat Pollution Control Board,Industrial Area,11.7,11.5,NA,403
47,May - M051990,Gujarat,Baroda,Gujarat Pollution Control Board,"Residential, Rural and other Areas",8.4,12,NA,359
50,May - M051990,Gujarat,Baroda,Gujarat Pollution Control Board,"Residential, Rural and other Areas",7.1,5.6,NA,224
49,May - M051990,Gujarat,Baroda,Gujarat Pollution Control Board,Industrial Area,9.3,8.5,NA,325
48,May - M051990,Gujarat,Baroda,Gujarat Pollution Control Board,"Residential, Rural and other Areas",8.3,9.7,NA,375
22,May - M051990,Gujarat,Surat,Gujarat Pollution Control Board,Industrial Area,29.3,51.6,NA,144
99,May - M051990,Gujarat,Surat,Gujarat Pollution Control Board,Industrial Area,27.8,50.9,NA,291
23,May - M051990,Gujarat,Surat,Gujarat Pollution Control Board,"Residential, Rural and other Areas",21,40.5,NA,494
21,May - M051990,Gujarat,Surat,Gujarat Pollution Control Board,"Residential, Rural and other Areas",15.8,53.1,NA,85
97,May - M051990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,Industrial Area,38.2,13.6,NA,454
100,May - M051990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,Industrial Area,32.1,21.4,NA,310
102,May - M051990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,"Residential, Rural and other Areas",81.3,19.3,NA,381
103,May - M051990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,"Residential, Rural and other Areas",5.1,15.9,NA,231
101,May - M051990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,Industrial Area,10.4,34.9,NA,283
153,May - M051990,Gujarat,Ahmedabad,NEER,"Residential, Rural and other Areas",5.7,3.2,NA,258
154,May - M051990,Gujarat,Ahmedabad,NA,Industrial Area,13.2,4.7,NA,NA
155,May - M051990,Gujarat,Ahmedabad,NA,"Residential, Rural and other Areas",7.5,4,NA,NA
51,June - M061990,Gujarat,Baroda,Gujarat Pollution Control Board,Industrial Area,9.1,10.8,NA,261
47,June - M061990,Gujarat,Baroda,Gujarat Pollution Control Board,"Residential, Rural and other Areas",12.4,8.7,NA,322
50,June - M061990,Gujarat,Baroda,Gujarat Pollution Control Board,"Residential, Rural and other Areas",5.8,5.7,NA,186
49,June - M061990,Gujarat,Baroda,Gujarat Pollution Control Board,Industrial Area,7.3,6,NA,198
48,June - M061990,Gujarat,Baroda,Gujarat Pollution Control Board,"Residential, Rural and other Areas",6.4,5.7,NA,352
22,June - M061990,Gujarat,Surat,Gujarat Pollution Control Board,Industrial Area,26.4,38.5,NA,155
99,June - M061990,Gujarat,Surat,Gujarat Pollution Control Board,Industrial Area,22.8,32.2,NA,197
23,June - M061990,Gujarat,Surat,Gujarat Pollution Control Board,"Residential, Rural and other Areas",15.8,29.8,NA,410
21,June - M061990,Gujarat,Surat,Gujarat Pollution Control Board,"Residential, Rural and other Areas",14.8,47.5,NA,82
97,June - M061990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,Industrial Area,92.9,14.1,NA,377
100,June - M061990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,Industrial Area,28.9,19.4,NA,259
102,June - M061990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,"Residential, Rural and other Areas",71.6,28.1,NA,396
103,June - M061990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,"Residential, Rural and other Areas",4.6,27.1,NA,181
101,June - M061990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,Industrial Area,13.3,44.1,NA,236
153,June - M061990,Gujarat,Ahmedabad,NEER,"Residential, Rural and other Areas",5,3.8,NA,207
154,June - M061990,Gujarat,Ahmedabad,NA,Industrial Area,7.6,4.6,NA,NA
155,June - M061990,Gujarat,Ahmedabad,NA,"Residential, Rural and other Areas",5,3.6,NA,NA
153,July - M071990,Gujarat,Ahmedabad,NEER,"Residential, Rural and other Areas",5.1,6,NA,129
154,July - M071990,Gujarat,Ahmedabad,NA,Industrial Area,7.7,9.5,NA,NA
155,July - M071990,Gujarat,Ahmedabad,NA,"Residential, Rural and other Areas",5,5.8,NA,NA
22,July - M071990,Gujarat,Surat,Gujarat Pollution Control Board,Industrial Area,28.3,38.4,NA,157
23,July - M071990,Gujarat,Surat,Gujarat Pollution Control Board,"Residential, Rural and other Areas",10.6,38.5,NA,342
99,July - M071990,Gujarat,Surat,Gujarat Pollution Control Board,Industrial Area,33.5,36.8,NA,157
21,July - M071990,Gujarat,Surat,Gujarat Pollution Control Board,"Residential, Rural and other Areas",10.1,50.5,NA,76
51,July - M071990,Gujarat,Baroda,Gujarat Pollution Control Board,Industrial Area,8,12.8,NA,249
50,July - M071990,Gujarat,Baroda,Gujarat Pollution Control Board,"Residential, Rural and other Areas",5.8,7.3,NA,132
49,July - M071990,Gujarat,Baroda,Gujarat Pollution Control Board,Industrial Area,7.4,7.3,NA,160
48,July - M071990,Gujarat,Baroda,Gujarat Pollution Control Board,"Residential, Rural and other Areas",6,6.1,NA,227
47,July - M071990,Gujarat,Baroda,Gujarat Pollution Control Board,"Residential, Rural and other Areas",6.6,8,NA,289
97,July - M071990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,Industrial Area,23.4,15,NA,229
100,July - M071990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,Industrial Area,18.9,25.2,NA,271
101,July - M071990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,Industrial Area,15.2,16,NA,139
102,July - M071990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,"Residential, Rural and other Areas",56.1,23.9,NA,347
103,July - M071990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,"Residential, Rural and other Areas",4.5,14.2,NA,146
153,August - M081990,Gujarat,Ahmedabad,NEER,"Residential, Rural and other Areas",5,3.3,NA,NA
154,August - M081990,Gujarat,Ahmedabad,NA,Industrial Area,8.3,4.7,NA,NA
155,August - M081990,Gujarat,Ahmedabad,NA,"Residential, Rural and other Areas",6.2,5.4,NA,NA
22,August - M081990,Gujarat,Surat,Gujarat Pollution Control Board,Industrial Area,24.6,30.1,NA,138
23,August - M081990,Gujarat,Surat,Gujarat Pollution Control Board,"Residential, Rural and other Areas",8.9,33.5,NA,239
99,August - M081990,Gujarat,Surat,Gujarat Pollution Control Board,Industrial Area,28.2,27.3,NA,144
21,August - M081990,Gujarat,Surat,Gujarat Pollution Control Board,"Residential, Rural and other Areas",9.9,45,NA,40
51,August - M081990,Gujarat,Baroda,Gujarat Pollution Control Board,Industrial Area,9.1,26.4,NA,202
50,August - M081990,Gujarat,Baroda,Gujarat Pollution Control Board,"Residential, Rural and other Areas",5.3,7,NA,109
49,August - M081990,Gujarat,Baroda,Gujarat Pollution Control Board,Industrial Area,6.6,14.3,NA,129
48,August - M081990,Gujarat,Baroda,Gujarat Pollution Control Board,"Residential, Rural and other Areas",5.9,8.5,NA,133
47,August - M081990,Gujarat,Baroda,Gujarat Pollution Control Board,"Residential, Rural and other Areas",7.3,17.4,NA,218
97,August - M081990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,Industrial Area,14.9,19.8,NA,150
100,August - M081990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,Industrial Area,6.9,43.6,NA,173
101,August - M081990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,Industrial Area,8,31.5,NA,117
102,August - M081990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,"Residential, Rural and other Areas",16.9,60.5,NA,196
103,August - M081990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,"Residential, Rural and other Areas",4.9,46.7,NA,90
155,September - M091990,Gujarat,Ahmedabad,NA,"Residential, Rural and other Areas",5.2,4.8,NA,NA
154,September - M091990,Gujarat,Ahmedabad,NA,Industrial Area,23.2,7.8,NA,NA
153,September - M091990,Gujarat,Ahmedabad,NEER,"Residential, Rural and other Areas",5.1,3.9,NA,NA
22,September - M091990,Gujarat,Surat,Gujarat Pollution Control Board,Industrial Area,64.9,32.4,NA,111
23,September - M091990,Gujarat,Surat,Gujarat Pollution Control Board,"Residential, Rural and other Areas",13.2,33.9,NA,330
99,September - M091990,Gujarat,Surat,Gujarat Pollution Control Board,Industrial Area,41.9,34.2,NA,123
21,September - M091990,Gujarat,Surat,Gujarat Pollution Control Board,"Residential, Rural and other Areas",12.8,63,NA,40
51,September - M091990,Gujarat,Baroda,Gujarat Pollution Control Board,Industrial Area,8.9,23,NA,237
50,September - M091990,Gujarat,Baroda,Gujarat Pollution Control Board,"Residential, Rural and other Areas",5.5,6.3,NA,87
49,September - M091990,Gujarat,Baroda,Gujarat Pollution Control Board,Industrial Area,6.9,14.1,NA,136
48,September - M091990,Gujarat,Baroda,Gujarat Pollution Control Board,"Residential, Rural and other Areas",5.8,10.6,NA,147
47,September - M091990,Gujarat,Baroda,Gujarat Pollution Control Board,"Residential, Rural and other Areas",5.8,7.9,NA,221
97,September - M091990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,Industrial Area,23.8,18.8,NA,169
100,September - M091990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,Industrial Area,7.5,32.7,NA,186
101,September - M091990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,Industrial Area,7.9,29.8,NA,127
102,September - M091990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,"Residential, Rural and other Areas",22.4,40.5,NA,208
103,September - M091990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,"Residential, Rural and other Areas",5,54.2,NA,127
155,October - M101990,Gujarat,Ahmedabad,NA,"Residential, Rural and other Areas",16.3,13.1,NA,NA
154,October - M101990,Gujarat,Ahmedabad,NA,Industrial Area,24.7,13,NA,NA
153,October - M101990,Gujarat,Ahmedabad,NEER,"Residential, Rural and other Areas",5.9,6.5,NA,NA
22,October - M101990,Gujarat,Surat,Gujarat Pollution Control Board,Industrial Area,21.1,18.2,NA,129
23,October - M101990,Gujarat,Surat,Gujarat Pollution Control Board,"Residential, Rural and other Areas",17.1,30.3,NA,369
99,October - M101990,Gujarat,Surat,Gujarat Pollution Control Board,Industrial Area,22.5,20.1,NA,140
21,October - M101990,Gujarat,Surat,Gujarat Pollution Control Board,"Residential, Rural and other Areas",16.2,17.6,NA,87
51,October - M101990,Gujarat,Baroda,Gujarat Pollution Control Board,Industrial Area,7.4,19.9,NA,200
50,October - M101990,Gujarat,Baroda,Gujarat Pollution Control Board,"Residential, Rural and other Areas",5.6,8.3,NA,229
49,October - M101990,Gujarat,Baroda,Gujarat Pollution Control Board,Industrial Area,6.8,17.6,NA,249
48,October - M101990,Gujarat,Baroda,Gujarat Pollution Control Board,"Residential, Rural and other Areas",6.9,16.7,NA,249
47,October - M101990,Gujarat,Baroda,Gujarat Pollution Control Board,"Residential, Rural and other Areas",7,14.5,NA,379
97,October - M101990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,Industrial Area,13.3,20.9,NA,297
100,October - M101990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,Industrial Area,13.6,117.1,NA,367
101,October - M101990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,Industrial Area,15.2,55.8,NA,232
102,October - M101990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,"Residential, Rural and other Areas",24.1,48.8,NA,424
103,October - M101990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,"Residential, Rural and other Areas",4.8,49.2,NA,248
155,November - M111990,Gujarat,Ahmedabad,NA,"Residential, Rural and other Areas",24.2,11.6,NA,NA
154,November - M111990,Gujarat,Ahmedabad,NA,Industrial Area,27.6,9.6,NA,NA
153,November - M111990,Gujarat,Ahmedabad,NEER,"Residential, Rural and other Areas",7.9,4.4,NA,NA
100,November - M111990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,Industrial Area,15.9,39.9,NA,344
101,November - M111990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,Industrial Area,53,40.4,NA,246
103,November - M111990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,"Residential, Rural and other Areas",11.4,30.6,NA,248
102,November - M111990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,"Residential, Rural and other Areas",29.7,55.6,NA,424
97,November - M111990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,Industrial Area,8.3,28.4,NA,302
47,November - M111990,Gujarat,Baroda,Gujarat Pollution Control Board,"Residential, Rural and other Areas",6.8,28.4,NA,353
49,November - M111990,Gujarat,Baroda,Gujarat Pollution Control Board,Industrial Area,8.6,15.7,NA,310
48,November - M111990,Gujarat,Baroda,Gujarat Pollution Control Board,"Residential, Rural and other Areas",9.8,39.7,NA,226
51,November - M111990,Gujarat,Baroda,Gujarat Pollution Control Board,Industrial Area,9.4,23,NA,220
50,November - M111990,Gujarat,Baroda,Gujarat Pollution Control Board,"Residential, Rural and other Areas",6.3,9.9,NA,220
22,November - M111990,Gujarat,Surat,Gujarat Pollution Control Board,Industrial Area,20.2,19.8,NA,118
23,November - M111990,Gujarat,Surat,Gujarat Pollution Control Board,"Residential, Rural and other Areas",21.6,28.2,NA,382
99,November - M111990,Gujarat,Surat,Gujarat Pollution Control Board,Industrial Area,21.3,24.6,NA,175
21,November - M111990,Gujarat,Surat,Gujarat Pollution Control Board,"Residential, Rural and other Areas",18.5,23.4,NA,109
155,December - M121990,Gujarat,Ahmedabad,NA,"Residential, Rural and other Areas",29.3,12.2,NA,NA
154,December - M121990,Gujarat,Ahmedabad,NA,Industrial Area,42.1,10.9,NA,NA
153,December - M121990,Gujarat,Ahmedabad,NEER,"Residential, Rural and other Areas",10.1,6,NA,NA
100,December - M121990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,Industrial Area,10.5,61.1,NA,364
101,December - M121990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,Industrial Area,42.9,41.7,NA,251
103,December - M121990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,"Residential, Rural and other Areas",8.3,43.4,NA,245
102,December - M121990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,"Residential, Rural and other Areas",21.7,46.7,NA,442
97,December - M121990,Gujarat,Ahmedabad,Gujarat Pollution Control Board,Industrial Area,7.8,28.7,NA,284
47,December - M121990,Gujarat,Baroda,Gujarat Pollution Control Board,"Residential, Rural and other Areas",6.9,27.3,NA,434
49,December - M121990,Gujarat,Baroda,Gujarat Pollution Control Board,Industrial Area,8.9,17.7,NA,348
48,December - M121990,Gujarat,Baroda,Gujarat Pollution Control Board,"Residential, Rural and other Areas",7.9,43.3,NA,375
51,December - M121990,Gujarat,Baroda,Gujarat Pollution Control Board,Industrial Area,10.5,20.3,NA,261
50,December - M121990,Gujarat,Baroda,Gujarat Pollution Control Board,"Residential, Rural and other Areas",6.3,11.2,NA,335
22,December - M121990,Gujarat,Surat,Gujarat Pollution Control Board,Industrial Area,19.8,18.3,NA,188
23,December - M121990,Gujarat,Surat,Gujarat Pollution Control Board,"Residential, Rural and other Areas",28.6,35.9,NA,515
99,December - M121990,Gujarat,Surat,Gujarat Pollution Control Board,Industrial Area,33.4,30.8,NA,186
21,December - M121990,Gujarat,Surat,Gujarat Pollution Control Board,"Residential, Rural and other Areas",19.2,21.2,NA,176
