Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
74,September - M091990,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,"Residential, Rural and other Areas",6.2,20.4,NA,131
75,September - M091990,Tamil Nadu,Turicorin,Tamil Nadu Pollution Control Board,"Residential, Rural and other Areas",13.5,8.1,NA,39
161,September - M091990,Tamil Nadu,Madras,NA,Industrial Area,14.6,19.4,NA,124
160,September - M091990,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",6.5,12.9,NA,70
159,September - M091990,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",7,18.7,NA,99
38,October - M101990,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,10.1,8.6,NA,86
71,October - M101990,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,63.6,27.8,NA,75
72,October - M101990,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,6.8,18.3,NA,117
73,October - M101990,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,"Residential, Rural and other Areas",1.4,9.9,NA,107
74,October - M101990,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,"Residential, Rural and other Areas",17.1,18.4,NA,148
75,October - M101990,Tamil Nadu,Turicorin,Tamil Nadu Pollution Control Board,"Residential, Rural and other Areas",21.6,6.6,NA,35
161,October - M101990,Tamil Nadu,Madras,NA,Industrial Area,14.3,10.8,NA,110
160,October - M101990,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",9.5,12.7,NA,77
159,October - M101990,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",7.7,17.2,NA,100
38,November - M111990,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,8.8,12.9,NA,59
71,November - M111990,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,27.9,19.4,NA,51
72,November - M111990,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,9.3,23.6,NA,210
73,November - M111990,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,"Residential, Rural and other Areas",2.4,25.2,NA,72
74,November - M111990,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,"Residential, Rural and other Areas",11,34.3,NA,150
75,November - M111990,Tamil Nadu,Turicorin,Tamil Nadu Pollution Control Board,"Residential, Rural and other Areas",14.2,8.3,NA,38
161,November - M111990,Tamil Nadu,Madras,NA,Industrial Area,16.9,16.2,NA,229
160,November - M111990,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",8.8,16.9,NA,84
159,November - M111990,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",13.2,30.1,NA,154
38,December - M121990,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,6,15.1,NA,90
71,December - M121990,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,23.2,20.5,NA,32
72,December - M121990,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,4.4,18.7,NA,96
73,December - M121990,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,"Residential, Rural and other Areas",5.6,14.7,NA,88
74,December - M121990,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,"Residential, Rural and other Areas",9.1,21.4,NA,139
75,December - M121990,Tamil Nadu,Turicorin,Tamil Nadu Pollution Control Board,"Residential, Rural and other Areas",20.1,10.4,NA,50
161,December - M121990,Tamil Nadu,Madras,NA,Industrial Area,7.9,10.4,NA,151
160,December - M121990,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",8.6,16.1,NA,116
159,December - M121990,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",14.2,31.2,NA,118
