Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
234,January - M012002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,5.7,24.9,NA,29
234,February - M022002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,9,32.7,NA,8
234,March - M032002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,15.2,27.5,NA,17
234,April - M042002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,18.8,31.6,NA,8
234,May - M052002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,6.7,27.4,NA,8
234,June - M062002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,12.2,19.5,NA,8
234,July - M072002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,10,20.1,NA,8
234,August - M082002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,4.5,17.6,NA,15
234,September - M092002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,5,23.8,NA,8
234,October - M102002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,3.8,17.4,NA,8
234,December - M122002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,8,23,NA,8
234,Annual - M132002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,9.1,24.2,NA,11
