Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
166,August - M082002,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",6,9.7,NA,136
166,September - M092002,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",6.9,14.6,NA,131
166,October - M102002,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",7.2,18.6,NA,306
166,November - M112002,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",6.8,21.3,NA,299
166,December - M122002,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",6.7,21.1,NA,405
166,Annual - M132002,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",6.6,16.1,NA,283
167,January - M012002,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",6.1,22.7,NA,164
167,February - M022002,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",6,18.1,NA,154
167,March - M032002,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",6,14.6,NA,179
167,April - M042002,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",6.1,18.1,NA,200
167,May - M052002,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",6,10.3,NA,185
167,June - M062002,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",6,8.9,NA,101
167,July - M072002,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",6,7.2,NA,74
167,August - M082002,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",6,6.6,NA,87
167,September - M092002,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",6.6,9,NA,67
167,October - M102002,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",6,13.2,NA,123
167,November - M112002,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",7.8,15.8,NA,123
167,December - M122002,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",6.5,20.1,NA,170
167,Annual - M132002,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",6.3,13.7,NA,134
287,January - M012002,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",9.7,18,NA,278
287,February - M022002,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",9.7,17.3,NA,212
287,March - M032002,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",9.5,17.2,NA,252
287,April - M042002,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",9.9,18.1,NA,271
287,May - M052002,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",10,17,NA,229
287,June - M062002,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",9.2,16.6,NA,173
287,July - M072002,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",10,17.9,NA,227
287,August - M082002,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",9.8,17.5,NA,289
287,September - M092002,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",9.7,17.8,NA,321
287,October - M102002,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",9.8,17,NA,283
287,November - M112002,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8.4,15.3,NA,249
287,December - M122002,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",9.3,16.6,NA,280
287,Annual - M132002,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",9.6,17.2,NA,256
288,January - M012002,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,10.5,18.2,NA,219
288,February - M022002,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,9.9,16.6,NA,203
288,March - M032002,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,9.4,16.7,NA,238
288,April - M042002,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,9.9,17.8,NA,274
288,May - M052002,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,10.1,16.8,NA,237
288,June - M062002,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,8.9,16.9,NA,186
288,July - M072002,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,9.4,17.4,NA,247
288,August - M082002,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,9.5,17.2,NA,308
288,September - M092002,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,9.9,17,NA,286
288,October - M102002,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,9.8,17.1,NA,284
288,November - M112002,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,9.3,16.1,NA,237
288,December - M122002,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,9.1,16.8,NA,250
288,Annual - M132002,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,9.6,17.1,NA,250
314,January - M012002,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",10.7,21.1,NA,332
314,February - M022002,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",11.4,20.6,NA,215
314,March - M032002,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",10.1,18.6,NA,242
314,April - M042002,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",10.7,20.7,NA,278
314,May - M052002,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",10.4,19.7,NA,231
314,June - M062002,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",10.9,20.1,NA,186
314,July - M072002,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",10.1,18.7,NA,261
314,August - M082002,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",11,20.2,NA,265
314,September - M092002,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",10.1,20.2,NA,267
314,October - M102002,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",10,17.9,NA,231
314,November - M112002,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",9.8,18.2,NA,178
314,December - M122002,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",8.9,17.4,NA,255
314,Annual - M132002,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",10.3,19.5,NA,247
259,January - M012002,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",21.5,11.9,NA,132
259,February - M022002,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",21.6,19.4,NA,175
259,March - M032002,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",22.8,15.2,NA,151
259,April - M042002,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",17.7,18.6,NA,102
259,May - M052002,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",34.7,27.1,NA,84
259,June - M062002,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",18.9,14.8,NA,94
259,July - M072002,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",23.6,20.9,NA,110
259,August - M082002,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",33.6,22.7,NA,265
259,September - M092002,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",30.5,31.5,NA,233
259,October - M102002,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",28.1,17.6,NA,131
259,November - M112002,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",30.2,17,NA,118
259,December - M122002,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",28.9,21.9,NA,166
259,Annual - M132002,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",26,19.9,NA,147
269,January - M012002,Maharashtra,Nashik,MAPB,Industrial Area,18.2,13.5,NA,98
269,February - M022002,Maharashtra,Nashik,MAPB,Industrial Area,16.3,15.6,NA,90
269,March - M032002,Maharashtra,Nashik,MAPB,Industrial Area,18.8,14.8,NA,87
269,April - M042002,Maharashtra,Nashik,MAPB,Industrial Area,17.9,13.3,NA,131
269,May - M052002,Maharashtra,Nashik,MAPB,Industrial Area,23.5,23.2,NA,91
269,June - M062002,Maharashtra,Nashik,MAPB,Industrial Area,14.7,13.6,NA,90
269,July - M072002,Maharashtra,Nashik,MAPB,Industrial Area,18.4,18.2,NA,61
269,August - M082002,Maharashtra,Nashik,MAPB,Industrial Area,23.6,16.6,NA,112
269,September - M092002,Maharashtra,Nashik,MAPB,Industrial Area,29,20.3,NA,219
269,October - M102002,Maharashtra,Nashik,MAPB,Industrial Area,21.2,17.3,NA,137
269,November - M112002,Maharashtra,Nashik,MAPB,Industrial Area,22,18.9,NA,118
269,December - M122002,Maharashtra,Nashik,MAPB,Industrial Area,25,18.2,NA,115
269,Annual - M132002,Maharashtra,Nashik,MAPB,Industrial Area,20.7,17,NA,113
280,January - M012002,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",33.3,25.6,NA,215
280,February - M022002,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",31,24.2,NA,207
280,March - M032002,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",32.3,22.6,NA,118
280,April - M042002,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",31.8,24.7,NA,123
280,May - M052002,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",31.1,29,NA,85
280,June - M062002,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",18.8,16.4,NA,103
280,July - M072002,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",29.4,24.9,NA,133
280,August - M082002,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",35.9,25.4,NA,234
280,September - M092002,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",34.1,30.8,NA,256
280,October - M102002,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",27.7,17.2,NA,117
280,November - M112002,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",32.5,24.8,NA,229
280,December - M122002,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",29.7,19.3,NA,185
280,Annual - M132002,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",30.8,23.8,NA,167
290,January - M012002,Maharashtra,Pune,ESPU,Industrial Area,47.6,109.1,NA,451
290,February - M022002,Maharashtra,Pune,ESPU,Industrial Area,42.8,98.7,NA,369
290,March - M032002,Maharashtra,Pune,ESPU,Industrial Area,43.6,94.3,NA,318
290,April - M042002,Maharashtra,Pune,ESPU,Industrial Area,42.8,91.8,NA,286
290,May - M052002,Maharashtra,Pune,ESPU,Industrial Area,44.2,86.6,NA,244
290,June - M062002,Maharashtra,Pune,ESPU,Industrial Area,43.7,86.8,NA,227
290,July - M072002,Maharashtra,Pune,ESPU,Industrial Area,43.2,76.8,NA,194
290,August - M082002,Maharashtra,Pune,ESPU,Industrial Area,42.6,72.9,NA,278
290,September - M092002,Maharashtra,Pune,ESPU,Industrial Area,41.2,77.3,NA,375
290,October - M102002,Maharashtra,Pune,ESPU,Industrial Area,42,79,NA,339
290,November - M112002,Maharashtra,Pune,ESPU,Industrial Area,42.8,78,NA,448
290,December - M122002,Maharashtra,Pune,ESPU,Industrial Area,45.8,82.4,NA,473
290,Annual - M132002,Maharashtra,Pune,ESPU,Industrial Area,43.6,86.6,NA,335
312,January - M012002,Maharashtra,Pune,University of Pune,Industrial Area,42.4,53.7,NA,46
312,February - M022002,Maharashtra,Pune,University of Pune,Industrial Area,39.7,52.1,NA,78
312,March - M032002,Maharashtra,Pune,University of Pune,Industrial Area,40.9,55.6,NA,61
312,April - M042002,Maharashtra,Pune,University of Pune,Industrial Area,37,46.3,NA,69
312,May - M052002,Maharashtra,Pune,University of Pune,Industrial Area,33.8,46.5,NA,61
312,June - M062002,Maharashtra,Pune,University of Pune,Industrial Area,38.9,47.1,NA,60
312,July - M072002,Maharashtra,Pune,University of Pune,Industrial Area,38.4,45.5,NA,80
312,August - M082002,Maharashtra,Pune,University of Pune,Industrial Area,36,43.4,NA,77
312,September - M092002,Maharashtra,Pune,University of Pune,Industrial Area,37.4,47.4,NA,71
312,October - M102002,Maharashtra,Pune,University of Pune,Industrial Area,37.8,45.8,NA,100
312,November - M112002,Maharashtra,Pune,University of Pune,Industrial Area,37.8,45.4,NA,93
312,December - M122002,Maharashtra,Pune,University of Pune,Industrial Area,41.5,47,NA,169
312,Annual - M132002,Maharashtra,Pune,University of Pune,Industrial Area,38.5,48,NA,80
313,January - M012002,Maharashtra,Pune,Maharashtra Pollution Control Board,NA,44.4,99.8,NA,218
313,February - M022002,Maharashtra,Pune,Maharashtra Pollution Control Board,NA,40,92.5,NA,344
313,March - M032002,Maharashtra,Pune,Maharashtra Pollution Control Board,NA,44.8,86.2,NA,256
313,April - M042002,Maharashtra,Pune,Maharashtra Pollution Control Board,NA,44.2,88.4,NA,271
313,May - M052002,Maharashtra,Pune,Maharashtra Pollution Control Board,NA,39,80.5,NA,204
313,June - M062002,Maharashtra,Pune,Maharashtra Pollution Control Board,NA,42.5,88.1,NA,254
313,July - M072002,Maharashtra,Pune,Maharashtra Pollution Control Board,NA,42.3,74.5,NA,212
313,August - M082002,Maharashtra,Pune,Maharashtra Pollution Control Board,NA,40.6,68.2,NA,180
313,September - M092002,Maharashtra,Pune,Maharashtra Pollution Control Board,NA,42.3,69.5,NA,276
313,October - M102002,Maharashtra,Pune,Maharashtra Pollution Control Board,NA,39.3,73.5,NA,423
313,November - M112002,Maharashtra,Pune,Maharashtra Pollution Control Board,NA,39.5,76.6,NA,461
313,December - M122002,Maharashtra,Pune,Maharashtra Pollution Control Board,NA,42.3,80.8,NA,386
313,Annual - M132002,Maharashtra,Pune,Maharashtra Pollution Control Board,NA,41.8,81.6,NA,289
299,January - M012002,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur",Industrial Area,20.9,49,NA,408
299,February - M022002,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur",Industrial Area,19.5,48,NA,410
299,March - M032002,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur",Industrial Area,20.7,48.2,NA,394
299,April - M042002,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur",Industrial Area,19.8,47.4,NA,363
299,May - M052002,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur",Industrial Area,19.5,46.9,NA,370
299,June - M062002,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur",Industrial Area,20.6,46.7,NA,425
299,July - M072002,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur",Industrial Area,19.4,46.9,NA,338
299,August - M082002,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur",Industrial Area,20.7,46.9,NA,313
299,September - M092002,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur",Industrial Area,19.8,47.1,NA,287
299,October - M102002,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur",Industrial Area,19.5,46.1,NA,301
299,November - M112002,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur",Industrial Area,20.3,48.1,NA,316
299,December - M122002,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur",Industrial Area,20.3,46.5,NA,401
299,Annual - M132002,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur",Industrial Area,20.1,47.3,NA,360
300,January - M012002,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur","Residential, Rural and other Areas",20,49.9,NA,399
300,February - M022002,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur","Residential, Rural and other Areas",19.9,47.2,NA,425
300,March - M032002,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur","Residential, Rural and other Areas",19.8,47.1,NA,393
300,April - M042002,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur","Residential, Rural and other Areas",19.7,46.8,NA,396
300,May - M052002,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur","Residential, Rural and other Areas",19,45.9,NA,393
300,June - M062002,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur","Residential, Rural and other Areas",19.8,46.1,NA,386
300,July - M072002,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur","Residential, Rural and other Areas",20.1,46.6,NA,398
300,August - M082002,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur","Residential, Rural and other Areas",19.6,45.7,NA,341
300,September - M092002,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur","Residential, Rural and other Areas",19.6,46,NA,380
300,October - M102002,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur","Residential, Rural and other Areas",19.2,44.4,NA,387
300,November - M112002,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur","Residential, Rural and other Areas",20,47.3,NA,389
300,December - M122002,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur","Residential, Rural and other Areas",20.2,48.1,NA,382
