Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
15,February_1995,West Bengal,Haldia,CMEC,Industrial Area,24.5,43.1,NA,105
15,March_1995,West Bengal,Haldia,CMEC,Industrial Area,24.7,41.7,NA,115
15,April_1995,West Bengal,Haldia,CMEC,Industrial Area,33.5,53.5,NA,141
15,May_1995,West Bengal,Haldia,CMEC,Industrial Area,30,51,NA,113
15,June_1995,West Bengal,Haldia,CMEC,Industrial Area,25.7,40.1,NA,97
15,July_1995,West Bengal,Haldia,CMEC,Industrial Area,18.2,35.6,NA,70
15,August_1995,West Bengal,Haldia,CMEC,Industrial Area,25.5,40.9,NA,67
15,September_1995,West Bengal,Haldia,CMEC,Industrial Area,26.4,38.5,NA,58
15,October_1995,West Bengal,Haldia,CMEC,Industrial Area,36.1,48.7,NA,73
15,Annual_1995,West Bengal,Haldia,CMEC,Industrial Area,27.2,43.5,NA,101
8,January_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,202.2,475,NA,720
8,February_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,176.2,484.3,NA,475
8,March_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,87,281.1,NA,448
8,April_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,90.3,339.7,NA,334
8,May_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,40.7,238.8,NA,247
8,June_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,39.1,146.1,NA,200
8,July_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,43.1,143.6,NA,192
8,August_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,59.8,219.3,NA,197
8,September_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,66.9,196.1,NA,188
8,October_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,65.7,183.6,NA,319
8,November_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,105.2,197.9,NA,980
8,December_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,118.9,213.2,NA,847
8,Annual_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,87.6,252.3,NA,417
9,January_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,130.9,308.8,NA,344
9,February_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,82.2,314,NA,379
9,March_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,65.1,247.9,NA,300
9,April_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,53.1,160.3,NA,239
9,May_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,50.9,199.8,NA,199
9,June_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,30.7,91,NA,206
9,July_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,38.4,86.4,NA,172
9,August_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,45.1,133,NA,194
9,September_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,15.7,124.3,NA,128
9,October_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,43,142.8,NA,153
9,November_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,76.1,175.5,NA,575
9,December_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,105.8,158,NA,660
9,Annual_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,59.8,176.8,NA,293
10,January_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,173.2,306.8,NA,423
10,February_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,149.2,341.7,NA,447
10,March_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,128,198.4,NA,391
10,April_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,80.1,203.8,NA,326
10,May_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,67.8,162.2,NA,242
10,June_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,79.9,155.8,NA,243
10,July_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,85.2,170.9,NA,190
10,August_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,146.7,150.8,NA,158
10,September_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,72.2,164.3,NA,205
10,October_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,82.7,206.8,NA,224
10,November_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,101.8,252.5,NA,212
10,December_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,126.3,173.3,NA,642
10,Annual_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,104.6,207.4,NA,309
11,January_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,67.5,281.3,NA,247
11,February_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,50.9,308.9,NA,224
11,March_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,64.8,209.8,NA,214
11,April_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,29.4,150.2,NA,215
11,May_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,46.5,164.1,NA,171
11,June_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,55.3,151.4,NA,116
11,July_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,28.9,113.2,NA,81
11,August_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,36.2,139.3,NA,97
11,September_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,19,176.7,NA,66
11,October_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,18.9,106,NA,110
11,November_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,26.8,172,NA,565
11,December_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,21.2,177.7,NA,258
11,Annual_1995,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,39.8,180.6,NA,198
