Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
11/5/2005,West Bengal,Asansol,Asansol M.C.,Industrial Areas,5.9,55.8,135,259
11/8/2005,West Bengal,Asansol,Asansol M.C.,Industrial Areas,6.8,57.8,146,279
11/11/2005,West Bengal,Asansol,Asansol M.C.,Industrial Areas,5.5,68,259,475
16-11-05,West Bengal,Asansol,Asansol M.C.,Industrial Areas,6.2,80.5,306,533
18-11-05,West Bengal,Asansol,Asansol M.C.,Industrial Areas,6.1,75,280,511
21-11-05,West Bengal,Asansol,Asansol M.C.,Industrial Areas,4.7,85.4,302,539
24-11-05,West Bengal,Asansol,Asansol M.C.,Industrial Areas,5.5,77.9,326,538
27-11-05,West Bengal,Asansol,Asansol M.C.,Industrial Areas,6.1,73.8,252,477
12/3/2005,West Bengal,Asansol,Asansol M.C.,Industrial Areas,6.2,77.8,188,374
12/6/2005,West Bengal,Asansol,Asansol M.C.,Industrial Areas,6.1,66.3,261,434
12/9/2005,West Bengal,Asansol,Asansol M.C.,Industrial Areas,6.1,74.8,287,581
12/12/2005,West Bengal,Asansol,Asansol M.C.,Industrial Areas,6.5,77.3,155,336
16-12-05,West Bengal,Asansol,Asansol M.C.,Industrial Areas,6.4,60.4,207,381
18-12-05,West Bengal,Asansol,Asansol M.C.,Industrial Areas,7.1,72.8,267,433
21-12-05,West Bengal,Asansol,Asansol M.C.,Industrial Areas,6.7,68.5,126,260
27-12-05,West Bengal,Asansol,Asansol M.C.,Industrial Areas,7.3,70.3,372,624
29-12-05,West Bengal,Asansol,Asansol M.C.,Industrial Areas,7,79.7,388,611
8/3/2005,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,46.8,42.6,97,188
8/6/2005,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,6.9,32,38,118
8/9/2005,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,24.5,41.7,136,377
8/12/2005,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,14,43.7,126,350
17-08-05,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,5.1,39,37,114
19-08-05,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,8.1,34.3,61,151
22-08-05,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,6.2,32.7,42,96
25-08-05,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,6.3,32.9,133,257
28-08-05,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,10.8,35.5,83,224
9/3/2005,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,5.5,34.5,31,73
9/6/2005,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,8.2,34.7,79,180
9/9/2005,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,6.6,33.6,56,137
9/12/2005,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,10.5,26.2,169,334
15-09-05,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,10.4,34.9,151,328
19-09-05,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,13.5,34.1,96,208
21-09-05,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,11.9,30.9,36,85
25-09-05,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,6.4,34.1,125,295
27-09-05,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,13.2,35.5,130,274
10/4/2005,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,16.2,49.4,117,314
10/6/2005,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,5.2,44.1,140,349
10/9/2005,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,19.5,47.3,153,339
14-10-05,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,9.6,53.1,191,400
19-10-05,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,23.8,35.1,98,200
22-10-05,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,4.2,27.7,61,150
24-10-05,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,6.3,32.5,126,289
26-10-05,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,7,37.4,146,347
11/3/2005,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,4.5,56.7,142,373
11/5/2005,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,10.5,46,264,558
11/8/2005,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,14.5,44.4,236,498
11/11/2005,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,19.4,58.2,349,751
16-11-05,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,30.4,69.6,370,760
18-11-05,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,22.8,96.8,378,811
21-11-05,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,39.8,94,388,829
24-11-05,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,33.9,99.1,409,931
27-11-05,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,25.6,95.9,432,906
12/3/2005,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,27.5,83.7,365,847
12/6/2005,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,39.4,105.9,459,966
12/9/2005,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,21.5,104,427,967
12/12/2005,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,28.5,120.3,334,794
16-12-05,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,27.5,106.7,301,708
18-12-05,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,21.8,84.8,427,867
21-12-05,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,14,73.1,163,373
27-12-05,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,14.7,82.8,474,970
29-12-05,West Bengal,Durgapur (WB),Dew India Ltd,Industrial Areas,14.1,84.7,500,965
8/3/2005,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,4.9,22.7,21,36
8/6/2005,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,5.7,37.1,30,75
8/9/2005,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,7.6,40.9,66,154
8/12/2005,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,5.9,39.8,67,216
17-08-05,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,6.5,45.4,111,210
19-08-05,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,5.6,34,48,113
22-08-05,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,5.9,34,73,131
25-08-05,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,5.3,33.5,62,133
28-08-05,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,5.6,36,73,177
9/3/2005,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,5.3,38.1,69,175
9/6/2005,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,4.9,32.5,63,153
9/9/2005,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,5.3,28.4,40,85
9/12/2005,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,5.4,22.6,18,52
15-09-05,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,5.4,33.2,112,185
19-09-05,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,4.9,30.8,63,165
21-09-05,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,6.2,38.8,62,158
25-09-05,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,5,34.9,76,184
27-09-05,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,5.5,32.9,104,236
10/4/2005,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,5.2,51,49,124
10/6/2005,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,5.1,44.6,82,206
10/9/2005,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,5.9,49.1,126,301
14-10-05,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,5.5,49.8,113,262
19-10-05,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,4.6,22.8,21,50
22-10-05,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,4.7,25.6,33,69
24-10-05,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,5.2,34.4,50,136
26-10-05,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,5.3,36.7,69,185
11/3/2005,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,4.8,41.1,88,193
11/5/2005,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,5.6,40.6,230,352
11/8/2005,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,5.9,44.4,158,297
11/11/2005,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,5.5,58,212,382
16-11-05,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,5.5,68,257,535
18-11-05,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,6.9,86.1,239,454
21-11-05,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,4.9,85.2,304,527
24-11-05,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,5.1,74.9,243,483
27-11-05,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,6.9,71.2,278,474
12/3/2005,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,5.7,60,261,506
12/6/2005,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,7.9,69.2,336,577
12/9/2005,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,6.1,73.2,324,590
12/12/2005,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,6.7,69.7,197,396
16-12-05,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,6.7,51.6,224,380
18-12-05,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,7.7,65.9,271,413
21-12-05,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,6.2,64.1,132,266
27-12-05,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,8.1,66.7,264,460
29-12-05,West Bengal,Durgapur (WB),Kwality Hotel,Industrial Areas,8.1,71.3,330,549
8/3/2005,West Bengal,Durgapur (WB),PCBL Club,Residential and others,4.4,18.4,14,29
8/6/2005,West Bengal,Durgapur (WB),PCBL Club,Residential and others,5.1,25.4,25,50
8/9/2005,West Bengal,Durgapur (WB),PCBL Club,Residential and others,5.6,35.3,65,126
8/12/2005,West Bengal,Durgapur (WB),PCBL Club,Residential and others,5.3,35.1,39,92
17-08-05,West Bengal,Durgapur (WB),PCBL Club,Residential and others,5,35.7,27,59
19-08-05,West Bengal,Durgapur (WB),PCBL Club,Residential and others,4.9,31.3,17,47
22-08-05,West Bengal,Durgapur (WB),PCBL Club,Residential and others,5.3,31.8,21,47
25-08-05,West Bengal,Durgapur (WB),PCBL Club,Residential and others,4.9,30.4,27,43
28-08-05,West Bengal,Durgapur (WB),PCBL Club,Residential and others,4.9,32,44,107
9/3/2005,West Bengal,Durgapur (WB),PCBL Club,Residential and others,4.7,31.2,15,37
9/6/2005,West Bengal,Durgapur (WB),PCBL Club,Residential and others,4.7,26.4,15,35
9/9/2005,West Bengal,Durgapur (WB),PCBL Club,Residential and others,5.2,25.7,15,33
9/12/2005,West Bengal,Durgapur (WB),PCBL Club,Residential and others,4.7,23,12,31
15-09-05,West Bengal,Durgapur (WB),PCBL Club,Residential and others,5,26,70,101
19-09-05,West Bengal,Durgapur (WB),PCBL Club,Residential and others,4.7,27.5,38,92
21-09-05,West Bengal,Durgapur (WB),PCBL Club,Residential and others,5.4,26.9,37,66
25-09-05,West Bengal,Durgapur (WB),PCBL Club,Residential and others,4.7,28,54,114
27-09-05,West Bengal,Durgapur (WB),PCBL Club,Residential and others,5,32.1,56,94
10/4/2005,West Bengal,Durgapur (WB),PCBL Club,Residential and others,4.8,38.3,38,90
10/6/2005,West Bengal,Durgapur (WB),PCBL Club,Residential and others,4.8,36.1,50,105
10/9/2005,West Bengal,Durgapur (WB),PCBL Club,Residential and others,5.1,39.3,103,211
14-10-05,West Bengal,Durgapur (WB),PCBL Club,Residential and others,4.8,42,80,147
19-10-05,West Bengal,Durgapur (WB),PCBL Club,Residential and others,4.6,28,14,39
22-10-05,West Bengal,Durgapur (WB),PCBL Club,Residential and others,4.6,22.5,12,28
24-10-05,West Bengal,Durgapur (WB),PCBL Club,Residential and others,4.4,29.4,33,77
26-10-05,West Bengal,Durgapur (WB),PCBL Club,Residential and others,4.9,30.3,43,83
11/3/2005,West Bengal,Durgapur (WB),PCBL Club,Residential and others,4.6,41.9,57,107
11/5/2005,West Bengal,Durgapur (WB),PCBL Club,Residential and others,4.9,32.3,76,135
11/8/2005,West Bengal,Durgapur (WB),PCBL Club,Residential and others,4.7,35.3,72,137
11/11/2005,West Bengal,Durgapur (WB),PCBL Club,Residential and others,5.6,47.4,145,247
16-11-05,West Bengal,Durgapur (WB),PCBL Club,Residential and others,4.7,59.5,216,385
18-11-05,West Bengal,Durgapur (WB),PCBL Club,Residential and others,5.4,56.8,161,293
21-11-05,West Bengal,Durgapur (WB),PCBL Club,Residential and others,4.7,55.9,198,375
24-11-05,West Bengal,Durgapur (WB),PCBL Club,Residential and others,4.3,45.6,134,282
27-11-05,West Bengal,Durgapur (WB),PCBL Club,Residential and others,4.7,39.6,100,172
12/3/2005,West Bengal,Durgapur (WB),PCBL Club,Residential and others,5.1,52.1,114,194
12/6/2005,West Bengal,Durgapur (WB),PCBL Club,Residential and others,5.1,39.2,116,196
12/9/2005,West Bengal,Durgapur (WB),PCBL Club,Residential and others,5.5,52.4,107,180
12/12/2005,West Bengal,Durgapur (WB),PCBL Club,Residential and others,5.1,43.6,100,174
16-12-05,West Bengal,Durgapur (WB),PCBL Club,Residential and others,5.5,34.4,92,158
18-12-05,West Bengal,Durgapur (WB),PCBL Club,Residential and others,5.8,36.2,109,172
21-12-05,West Bengal,Durgapur (WB),PCBL Club,Residential and others,5.2,45.5,66,136
27-12-05,West Bengal,Durgapur (WB),PCBL Club,Residential and others,5.8,44.8,143,228
29-12-05,West Bengal,Durgapur (WB),PCBL Club,Residential and others,5.1,36.4,120,179
1/2/2005,West Bengal,Haldia,Super Market,Industrial Areas,6.5,43.5,113,201
1/6/2005,West Bengal,Haldia,Super Market,Industrial Areas,7.3,56.9,135,326
1/7/2005,West Bengal,Haldia,Super Market,Industrial Areas,7.2,44.2,207,318
1/10/2005,West Bengal,Haldia,Super Market,Industrial Areas,9,56.5,147,249
14-01-05,West Bengal,Haldia,Super Market,Industrial Areas,7.9,57,236,400
18-01-05,West Bengal,Haldia,Super Market,Industrial Areas,6.2,41.9,138,182
22-01-05,West Bengal,Haldia,Super Market,Industrial Areas,6.3,55.4,181,367
26-01-05,West Bengal,Haldia,Super Market,Industrial Areas,7.2,44.2,207,318
27-01-05,West Bengal,Haldia,Super Market,Industrial Areas,7.2,44.2,207,318
29-01-05,West Bengal,Haldia,Super Market,Industrial Areas,6.7,51.1,115,297
2/2/2005,West Bengal,Haldia,Super Market,Industrial Areas,7.6,48.4,133,267
2/5/2005,West Bengal,Haldia,Super Market,Industrial Areas,7.8,52.1,175,347
2/8/2005,West Bengal,Haldia,Super Market,Industrial Areas,6.5,60.7,159,270
2/11/2005,West Bengal,Haldia,Super Market,Industrial Areas,8.8,60,134,381
14-02-05,West Bengal,Haldia,Super Market,Industrial Areas,6.8,58.8,107,273
17-02-05,West Bengal,Haldia,Super Market,Industrial Areas,6.4,52.7,61,190
20-02-05,West Bengal,Haldia,Super Market,Industrial Areas,7.6,51.8,41,100
25-02-05,West Bengal,Haldia,Super Market,Industrial Areas,6.5,54.1,107,245
3/3/2005,West Bengal,Haldia,Super Market,Industrial Areas,9,50,79,213
3/6/2005,West Bengal,Haldia,Super Market,Industrial Areas,9,44,158,356
3/10/2005,West Bengal,Haldia,Super Market,Industrial Areas,11,53,41,213
15-03-05,West Bengal,Haldia,Super Market,Industrial Areas,10,54,51,156
18-03-05,West Bengal,Haldia,Super Market,Industrial Areas,8,50,43,144
21-03-05,West Bengal,Haldia,Super Market,Industrial Areas,10,52,38,113
26-03-05,West Bengal,Haldia,Super Market,Industrial Areas,10,45,59,178
30-03-05,West Bengal,Haldia,Super Market,Industrial Areas,7,39,49,171
4/3/2005,West Bengal,Haldia,Super Market,Industrial Areas,7,34,90,295
4/8/2005,West Bengal,Haldia,Super Market,Industrial Areas,7,31,23,207
4/12/2005,West Bengal,Haldia,Super Market,Industrial Areas,6,33,135,351
16-04-05,West Bengal,Haldia,Super Market,Industrial Areas,8,36,148,396
18-04-05,West Bengal,Haldia,Super Market,Industrial Areas,6,28,16,130
21-04-05,West Bengal,Haldia,Super Market,Industrial Areas,7,29,32,122
25-04-05,West Bengal,Haldia,Super Market,Industrial Areas,6,28,54,170
27-04-05,West Bengal,Haldia,Super Market,Industrial Areas,6,29,49,223
5/1/2005,West Bengal,Haldia,Super Market,Industrial Areas,6,32,37,128
5/6/2005,West Bengal,Haldia,Super Market,Industrial Areas,7,33,90,253
5/9/2005,West Bengal,Haldia,Super Market,Industrial Areas,7,31,57,147
5/12/2005,West Bengal,Haldia,Super Market,Industrial Areas,8,34,52,101
17-05-05,West Bengal,Haldia,Super Market,Industrial Areas,7,32,47,168
21-05-05,West Bengal,Haldia,Super Market,Industrial Areas,7,36,30,142
25-05-05,West Bengal,Haldia,Super Market,Industrial Areas,6,30,25,95
29-05-05,West Bengal,Haldia,Super Market,Industrial Areas,6,31,33,137
6/3/2005,West Bengal,Haldia,Super Market,Industrial Areas,6.8,31.4,40,151
6/5/2005,West Bengal,Haldia,Super Market,Industrial Areas,4.9,30.4,23,55
6/8/2005,West Bengal,Haldia,Super Market,Industrial Areas,6.1,29.7,38,111
13-06-05,West Bengal,Haldia,Super Market,Industrial Areas,6.8,29.3,50,119
16-06-05,West Bengal,Haldia,Super Market,Industrial Areas,5.8,29.1,47,115
21-06-05,West Bengal,Haldia,Super Market,Industrial Areas,7,26.1,70,183
25-06-05,West Bengal,Haldia,Super Market,Industrial Areas,5.5,29.9,26,104
29-06-05,West Bengal,Haldia,Super Market,Industrial Areas,5,26.2,36,77
7/1/2005,West Bengal,Haldia,Super Market,Industrial Areas,5,28.9,33,107
7/4/2005,West Bengal,Haldia,Super Market,Industrial Areas,4.6,25.6,27,53
7/9/2005,West Bengal,Haldia,Super Market,Industrial Areas,5,24.6,16,52
7/12/2005,West Bengal,Haldia,Super Market,Industrial Areas,5.5,26.3,23,54
15-07-05,West Bengal,Haldia,Super Market,Industrial Areas,5.3,23.5,19,60
18-07-05,West Bengal,Haldia,Super Market,Industrial Areas,5.5,27.7,19,50
21-07-05,West Bengal,Haldia,Super Market,Industrial Areas,5.9,26.7,23,45
24-07-05,West Bengal,Haldia,Super Market,Industrial Areas,5.3,27.7,18,47
27-07-05,West Bengal,Haldia,Super Market,Industrial Areas,6.3,25.4,29,55
8/1/2005,West Bengal,Haldia,Super Market,Industrial Areas,5.7,26.9,25,61
8/4/2005,West Bengal,Haldia,Super Market,Industrial Areas,5.5,29.6,26,53
8/7/2005,West Bengal,Haldia,Super Market,Industrial Areas,5,32.3,52,93
8/12/2005,West Bengal,Haldia,Super Market,Industrial Areas,6.5,28.6,74,191
16-08-05,West Bengal,Haldia,Super Market,Industrial Areas,5.6,29.6,13,48
