Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
11/2/2009,Andhra Pradesh,Guntur,Hindu College Guntur,Residential and others,4,9,81,218
11/3/2009,Andhra Pradesh,Guntur,Hindu College Guntur,Residential and others,4,9,79,205
11/10/2009,Andhra Pradesh,Guntur,Hindu College Guntur,Residential and others,4,9,84,229
11/11/2009,Andhra Pradesh,Guntur,Hindu College Guntur,Residential and others,4,9,77,205
16/11/2009,Andhra Pradesh,Guntur,Hindu College Guntur,Residential and others,4,9,81,209
17/11/2009,Andhra Pradesh,Guntur,Hindu College Guntur,Residential and others,4,9,80,203
23/11/2009,Andhra Pradesh,Guntur,Hindu College Guntur,Residential and others,4,9,79,205
24/11/2009,Andhra Pradesh,Guntur,Hindu College Guntur,Residential and others,4,9,77,200
1/2/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.4,28,101,289
1/4/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5,28.5,97,289
1/8/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,4.9,28.5,99,283
1/10/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,4.6,27.7,88,266
14/1/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,4.7,25.2,85,255
16/1/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,4.7,29,95,274
20/1/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,4.8,28.6,111,319
22/1/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,4.8,28.7,112,319
28/1/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.1,28.8,107,311
2/2/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.4,28.7,109,316
2/4/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,4.8,28.7,115,330
2/8/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.2,28.7,121,358
2/10/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,4.9,27.7,138,366
14/2/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,4.7,28.5,113,324
16/2/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,4.9,28.3,111,317
20/2/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5,26.9,120,340
22/2/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.1,28,106,301
26/2/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.1,29.1,105,296
3/2/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.2,29,129,372
3/4/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.2,28.5,119,345
3/8/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.1,28.4,130,377
3/10/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.4,28,119,351
14/3/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,4.6,27.4,115,341
16/3/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.2,27.7,104,312
20/3/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.4,28.1,114,334
22/3/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.1,28,109,310
26/3/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.1,28,115,344
4/2/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.2,27.7,123,362
4/4/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.1,27,114,330
4/8/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.4,28.3,115,330
4/10/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,4.7,26.5,89,250
14/4/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,4.7,25.8,106,295
16/4/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.2,25.5,115,334
20/4/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5,27.8,105,302
22/4/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.2,27.5,113,329
26/4/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.1,26.2,110,326
5/2/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.1,27,123,365
5/4/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.2,25.7,109,328
5/8/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.2,25.8,115,333
5/10/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.2,27.2,115,344
14/5/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.2,26.4,106,316
16/5/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.1,26.3,97,301
20/5/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.2,26.3,88,267
22/5/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.1,27.5,112,328
26/5/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,4.7,26.8,96,284
6/2/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5,26.3,114,325
6/4/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.1,24.7,113,329
6/10/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5,27.1,93,284
14/6/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,4.8,25.7,109,322
16/6/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,4.9,25.5,109,314
20/6/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5,24.7,110,322
28/6/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5,27.1,118,339
29/6/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.3,27.8,80,237
30/6/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5,25.6,73,214
7/2/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5,25.8,55,158
7/4/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.1,24.4,65,194
7/8/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,4.6,24.1,75,212
7/10/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,4.9,24.2,70,196
14/7/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,4.5,25.4,85,242
16/7/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,4.4,24.6,72,199
20/7/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5,26,96,292
22/7/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5,25.8,55,162
26/7/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5,25.9,96,290
8/2/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,4.7,26.4,108,321
8/4/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.2,25.1,80,246
8/8/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,4.9,25.9,108,261
8/10/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.2,25.4,92,246
14/8/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5,25.8,81,236
16/8/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,4.4,24.6,73,219
20/8/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.1,25.5,63,177
22/8/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.1,24.8,57,172
26/8/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5,22.9,52,160
9/2/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5,24,58,177
9/8/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,4.8,24.7,80,240
9/10/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.2,26.3,92,284
14/9/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,4.4,23.7,90,272
16/9/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,4.6,23.8,97,281
20/9/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,4.7,23.3,94,269
22/9/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,4.8,24.2,90,261
26/9/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,4.8,24.3,102,300
28/9/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,4.7,23.4,91,280
10/2/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.2,24.1,50,144
10/4/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.1,23.4,40,141
10/8/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.1,27,67,235
10/10/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5,25.1,98,300
14/10/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,4.9,24,97,289
16/10/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,4.3,39.9,220,458
17/10/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,36.7,60.7,189,473
18/10/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,12.4,47.8,223,484
20/10/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,4.9,25.4,100,303
22/10/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.2,25.1,106,305
11/2/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.3,26.7,98,297
11/4/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.4,27.5,101,298
11/8/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.2,27.3,129,307
11/10/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.6,27,100,261
14/11/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,4.9,27,76,233
16/11/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.2,26.5,100,280
20/11/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,4.9,24.5,102,295
22/11/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.1,26.5,105,303
26/11/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5,26.4,106,285
12/2/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,4.6,26.5,101,303
12/4/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.5,30.1,94,291
12/8/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,4.8,26.7,95,265
12/10/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.2,29.5,111,311
14/12/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.5,28.9,122,353
16/12/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.8,28.9,105,284
20/12/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5,26.5,136,356
22/12/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,5.1,28.7,130,314
26/12/2009,Andhra Pradesh,Hyderabad,C.I.T.D. Balanagar,Industrial Areas,12.5,24.2,111,320
1/4/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,2.5,21.3,90,149
1/6/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,3.3,14.8,68,120
1/12/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,5.3,18.3,76,127
16/1/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,3.3,14.2,67,115
20/1/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,NA,12.3,90,160
22/1/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,5.6,15.4,70,137
27/1/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,6.8,35,53,115
29/1/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,5.7,22.3,60,128
2/3/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,5.7,24.3,61,123
2/6/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,4,20.3,80,154
2/10/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,3.8,13.6,66,143
2/12/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,3.2,7.7,71,212
16/2/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,3.2,9.9,59,173
18/2/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,2.8,19.5,95,287
22/2/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,4.2,12.2,75,218
25/2/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,4,17.3,74,205
3/2/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,5.3,18.3,137,316
3/6/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,5.8,22.2,91,253
3/12/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,3.2,19,59,161
15/3/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,3,18.5,89,243
20/3/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,3.7,17.5,63,195
23/3/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,2.5,5.4,42,139
28/3/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,4.3,17.3,52,173
30/3/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,6.5,20,58,199
4/3/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,3.5,11.4,70,170
4/6/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,NA,NA,37,120
4/10/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,2.7,13.7,48,154
13/4/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,2.7,18.1,72,218
17/4/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,NA,NA,NA,NA
20/4/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,NA,13.3,56,222
24/4/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,NA,17,46,170
5/4/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,NA,11.4,46,188
5/10/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,6.5,11.5,65,207
15/5/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,NA,8.1,38,129
18/5/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,3.5,16.3,29,125
22/5/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,NA,NA,73,170
25/5/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,2.5,18.3,54,214
29/5/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,2.3,13.3,61,170
6/2/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,4.5,15.7,30,134
6/5/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,3.3,14.5,42,145
6/9/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,3.2,15,60,168
6/11/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,NA,10.6,29,114
15/6/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,3,12.8,30,150
21/6/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,3.2,14.7,23,64
24/6/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,3,10.8,32,75
29/6/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,3,12.5,24,89
7/2/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,2.3,9.8,41,80
7/6/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,3.5,8,38,88
7/9/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,NA,15.5,27,60
14/7/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,3,14.8,56,84
17/7/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,3.3,15,27,129
20/7/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,2.5,13.5,42,94
26/7/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,3.2,14,18,73
29/7/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,NA,7.6,19,73
8/2/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,2.3,12.7,28,93
8/6/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,3.3,18.5,44,157
8/10/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,3.8,12.6,28,87
13/8/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,4.2,16.7,37,137
17/8/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,NA,NA,35,59
21/8/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,4.8,15,43,77
24/8/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,4.5,12.3,26,52
27/8/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,NA,12.6,17,40
9/1/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,5,20.5,38,58
9/6/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,3,15.2,20,61
9/10/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,3.3,14.2,41,126
14/9/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,4.3,16.8,28,78
17/9/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,4,15.5,68,163
22/9/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,3.4,13.6,38,68
24/9/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,3,15.3,37,127
29/9/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,NA,NA,44,83
11/3/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,2.8,11.7,59,140
11/5/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,4.2,15.8,46,104
11/9/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,4.8,16.2,52,106
11/11/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,3.2,5.6,24,80
15/11/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,2.3,12.8,20,67
18/11/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,2.3,8.7,29,70
24/11/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,2.5,16,74,158
27/11/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,3.2,14.2,65,106
12/3/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,3.5,14.7,49,162
12/8/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,3,14,53,185
12/11/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,4.8,16.8,96,178
14/12/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,NA,15.3,99,182
16/12/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,NA,12.2,41,92
20/12/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,NA,16.5,43,130
23/12/2009,Andhra Pradesh,Hyderabad,Nacharam,Industrial Areas,2.8,14,64,132
1/2/2009,Andhra Pradesh,Hyderabad,Uppal,Industrial Areas,5.3,26.8,94,281
1/4/2009,Andhra Pradesh,Hyderabad,Uppal,Industrial Areas,5,27.7,87,245
1/8/2009,Andhra Pradesh,Hyderabad,Uppal,Industrial Areas,5.1,28,102,293
1/10/2009,Andhra Pradesh,Hyderabad,Uppal,Industrial Areas,5,27.8,118,344
13/1/2009,Andhra Pradesh,Hyderabad,Uppal,Industrial Areas,4.7,25.7,74,214
16/1/2009,Andhra Pradesh,Hyderabad,Uppal,Industrial Areas,5.1,27.7,88,252
20/1/2009,Andhra Pradesh,Hyderabad,Uppal,Industrial Areas,5,27.3,111,319
22/1/2009,Andhra Pradesh,Hyderabad,Uppal,Industrial Areas,5,28.2,113,316
26/1/2009,Andhra Pradesh,Hyderabad,Uppal,Industrial Areas,5.2,28.8,117,341
2/2/2009,Andhra Pradesh,Hyderabad,Uppal,Industrial Areas,5,28,112,316
2/4/2009,Andhra Pradesh,Hyderabad,Uppal,Industrial Areas,5,27.7,112,315
2/8/2009,Andhra Pradesh,Hyderabad,Uppal,Industrial Areas,5.2,27.9,112,331
2/10/2009,Andhra Pradesh,Hyderabad,Uppal,Industrial Areas,5,27.5,121,337
14/2/2009,Andhra Pradesh,Hyderabad,Uppal,Industrial Areas,5,28,117,324
20/2/2009,Andhra Pradesh,Hyderabad,Uppal,Industrial Areas,5,27.2,124,347
22/2/2009,Andhra Pradesh,Hyderabad,Uppal,Industrial Areas,4.7,27.3,100,295
26/2/2009,Andhra Pradesh,Hyderabad,Uppal,Industrial Areas,5,27.8,105,291
28/2/2009,Andhra Pradesh,Hyderabad,Uppal,Industrial Areas,5.1,27.9,125,369
3/2/2009,Andhra Pradesh,Hyderabad,Uppal,Industrial Areas,5.5,26.8,123,362
3/10/2009,Andhra Pradesh,Hyderabad,Uppal,Industrial Areas,5.5,27.2,121,360
3/12/2009,Andhra Pradesh,Hyderabad,Uppal,Industrial Areas,5.3,26.2,122,356
14/3/2009,Andhra Pradesh,Hyderabad,Uppal,Industrial Areas,5.3,27.1,112,331
20/3/2009,Andhra Pradesh,Hyderabad,Uppal,Industrial Areas,5.6,28.1,117,332
22/3/2009,Andhra Pradesh,Hyderabad,Uppal,Industrial Areas,5.2,27.2,110,313
26/3/2009,Andhra Pradesh,Hyderabad,Uppal,Industrial Areas,5.1,26.5,117,344
28/3/2009,Andhra Pradesh,Hyderabad,Uppal,Industrial Areas,5.3,28.3,117,365
31/3/2009,Andhra Pradesh,Hyderabad,Uppal,Industrial Areas,5.3,27.6,118,342
4/2/2009,Andhra Pradesh,Hyderabad,Uppal,Industrial Areas,5.2,27.4,112,327
4/4/2009,Andhra Pradesh,Hyderabad,Uppal,Industrial Areas,4.8,26.7,114,320
4/8/2009,Andhra Pradesh,Hyderabad,Uppal,Industrial Areas,5.4,27.3,113,334
4/10/2009,Andhra Pradesh,Hyderabad,Uppal,Industrial Areas,4.7,26.3,104,292
14/4/2009,Andhra Pradesh,Hyderabad,Uppal,Industrial Areas,4.5,24,106,301
20/4/2009,Andhra Pradesh,Hyderabad,Uppal,Industrial Areas,4.9,25.8,102,297
