Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
138,June - M061991,Maharashtra,Pune,NA,"Residential, Rural and other Areas",16.7,38.3,NA,171
165,June - M061991,Maharashtra,Nagpur,NA,Industrial Area,7.1,6.7,NA,91
166,June - M061991,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",10.8,14.5,NA,160
167,June - M061991,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",6.2,4.8,NA,99
168,June - M061991,Maharashtra,Bombay,NA,"Residential, Rural and other Areas",8.3,10.6,NA,194
169,June - M061991,Maharashtra,Bombay,NA,"Residential, Rural and other Areas",6.6,12.1,NA,189
170,June - M061991,Maharashtra,Bombay,NA,Industrial Area,18.8,13,NA,316
137,July - M071991,Maharashtra,Pune,NA,Industrial Area,21.3,30,NA,NA
52,July - M071991,Maharashtra,Pune,Maharashtra Pollution Control Board,Industrial Area,18.4,46.9,NA,NA
54,July - M071991,Maharashtra,Pune,Maharashtra Pollution Control Board,"Residential, Rural and other Areas",17.5,37.3,NA,NA
138,July - M071991,Maharashtra,Pune,NA,"Residential, Rural and other Areas",13.7,25,NA,NA
165,July - M071991,Maharashtra,Nagpur,NA,Industrial Area,8.8,4.3,NA,85
166,July - M071991,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",11.2,21.1,NA,78
167,July - M071991,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",6.4,4.5,NA,74
168,July - M071991,Maharashtra,Bombay,NA,"Residential, Rural and other Areas",6,9.1,NA,190
169,July - M071991,Maharashtra,Bombay,NA,"Residential, Rural and other Areas",6,11.1,NA,154
170,July - M071991,Maharashtra,Bombay,NA,Industrial Area,19.4,10.7,NA,220
165,August - M081991,Maharashtra,Nagpur,NA,Industrial Area,6,3.5,NA,135
166,August - M081991,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",7.1,10.5,NA,87
167,August - M081991,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",6.2,5.8,NA,49
168,August - M081991,Maharashtra,Bombay,NA,"Residential, Rural and other Areas",6.4,14.3,NA,151
169,August - M081991,Maharashtra,Bombay,NA,"Residential, Rural and other Areas",6.3,17.1,NA,165
170,August - M081991,Maharashtra,Bombay,NA,Industrial Area,30.3,20.3,NA,121
136,September - M091991,Maharashtra,Nagpur,NA,Industrial Area,10,26.7,NA,218
135,September - M091991,Maharashtra,Nagpur,NA,Industrial Area,6.6,25.1,NA,238
134,September - M091991,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",7.8,24.4,NA,132
133,September - M091991,Maharashtra,Nagpur,NA,Industrial Area,8.2,27.9,NA,226
94,September - M091991,Maharashtra,Nagpur,Maharashtra Pollution Control Board,"Residential, Rural and other Areas",7.8,21.6,NA,118
165,September - M091991,Maharashtra,Nagpur,NA,Industrial Area,6,5.5,NA,53
166,September - M091991,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",6,12.8,NA,55
167,September - M091991,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",6,5.7,NA,91
168,September - M091991,Maharashtra,Bombay,NA,"Residential, Rural and other Areas",13.4,17.2,NA,NA
169,September - M091991,Maharashtra,Bombay,NA,"Residential, Rural and other Areas",11.4,19.5,NA,NA
170,September - M091991,Maharashtra,Bombay,NA,Industrial Area,26.8,35,NA,NA
136,October - M101991,Maharashtra,Nagpur,NA,Industrial Area,9.2,27.3,NA,202
135,October - M101991,Maharashtra,Nagpur,NA,Industrial Area,9.5,27.7,NA,210
134,October - M101991,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",8.1,23.6,NA,192
133,October - M101991,Maharashtra,Nagpur,NA,Industrial Area,7.4,26.9,NA,137
94,October - M101991,Maharashtra,Nagpur,Maharashtra Pollution Control Board,"Residential, Rural and other Areas",7.5,24.6,NA,121
165,October - M101991,Maharashtra,Nagpur,NA,Industrial Area,15.9,10.3,NA,NA
166,October - M101991,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",11.9,9.6,NA,NA
167,October - M101991,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",11.6,9.5,NA,124
168,October - M101991,Maharashtra,Bombay,NA,"Residential, Rural and other Areas",25.1,24.9,NA,348
169,October - M101991,Maharashtra,Bombay,NA,"Residential, Rural and other Areas",31.4,23.8,NA,NA
170,October - M101991,Maharashtra,Bombay,NA,Industrial Area,28.6,34.4,NA,NA
137,November - M111991,Maharashtra,Pune,NA,Industrial Area,16.5,34.6,NA,NA
52,November - M111991,Maharashtra,Pune,Maharashtra Pollution Control Board,Industrial Area,10.3,26.1,NA,NA
136,November - M111991,Maharashtra,Nagpur,NA,Industrial Area,14,24.1,NA,267
135,November - M111991,Maharashtra,Nagpur,NA,Industrial Area,17.5,22.1,NA,184
134,November - M111991,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",15.7,23.9,NA,206
133,November - M111991,Maharashtra,Nagpur,NA,Industrial Area,13,22.3,NA,199
94,November - M111991,Maharashtra,Nagpur,Maharashtra Pollution Control Board,"Residential, Rural and other Areas",14.3,25.5,NA,251
165,November - M111991,Maharashtra,Nagpur,NA,Industrial Area,7.2,8.8,NA,NA
166,November - M111991,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",8.8,19.2,NA,271
167,November - M111991,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",9.9,14.6,NA,237
168,November - M111991,Maharashtra,Bombay,NA,"Residential, Rural and other Areas",53.6,67,NA,479
169,November - M111991,Maharashtra,Bombay,NA,"Residential, Rural and other Areas",45,41.3,NA,232
170,November - M111991,Maharashtra,Bombay,NA,Industrial Area,55.2,55.6,NA,NA
137,December - M121991,Maharashtra,Pune,NA,Industrial Area,15.9,27.8,NA,NA
52,December - M121991,Maharashtra,Pune,Maharashtra Pollution Control Board,Industrial Area,17.9,29.5,NA,NA
138,December - M121991,Maharashtra,Pune,NA,"Residential, Rural and other Areas",13.4,14.7,NA,NA
165,December - M121991,Maharashtra,Nagpur,NA,Industrial Area,8.9,15.9,NA,307
166,December - M121991,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",7.4,14.2,NA,312
167,December - M121991,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",6.7,10.8,NA,207
168,December - M121991,Maharashtra,Bombay,NA,"Residential, Rural and other Areas",35.8,64.5,NA,479
169,December - M121991,Maharashtra,Bombay,NA,"Residential, Rural and other Areas",33.2,46.8,NA,340
94,December - M121991,Maharashtra,Nagpur,Maharashtra Pollution Control Board,"Residential, Rural and other Areas",12.6,21.2,NA,394
133,December - M121991,Maharashtra,Nagpur,NA,Industrial Area,14.1,20.6,NA,372
134,December - M121991,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",15.7,18.2,NA,321
135,December - M121991,Maharashtra,Nagpur,NA,Industrial Area,20.7,20.2,NA,279
136,December - M121991,Maharashtra,Nagpur,NA,Industrial Area,13.7,21.4,NA,335
170,December - M121991,Maharashtra,Bombay,NA,Industrial Area,38,49,NA,NA
